conversation_id,rep_id,client_id,date,product,product_category,specialite_cible,objection_type,objection_text,rep_response,response_quality,niveau_alia,visit_format,visit_step,medecin_type,scientific_accuracy_score,communication_clarity_score,objection_handling_score,overall_score,acrv_score,conformite_flag,client_sentiment,conversation_duration_sec,outcome,skill_tags
CONV_1240,REP_200,CLIENT_004,2026-02-20,LV Phytocalm B30,Calme / stress – support,MG,comportement_patient,Mes patients veulent un vrai somnifère,"Votre point est tout à fait valable. Recadrage des attentes, limites claires et orientation médicale si besoin. Est-ce que cela répond à votre point ?",Bon,Confirmé,Standard,4,Facilitant,6.5,7.21,6.47,6.7,2,1,Neutre,64,À suivre,conformite
CONV_1241,REP_201,CLIENT_108,2026-02-27,Oligovit Zinc B15,Zinc – cure courte,Dermato,conviction,Pas convaincu par les données sur le zinc,"Je comprends. Quel repère scientifique vous manque pour vous convaincre ? 1 repère ciblé sur l'indication, positionnement clair et suivi.",Bon,Junior,Flash,3,Analysant,5.89,6.05,7.23,6.54,3,1,Positif,28,Fiche laissée,ACRV|questionnement
CONV_1242,REP_202,CLIENT_003,2025-10-16,LV Fersang B60,Fer / énergie,Gynéco,tolerance,Trop d'intolérance digestive signalée,"C'est une préoccupation que j'entends souvent. C'est plutôt nausées, constipation, ou autre inconfort ? Conseils de prise adaptés ; je vous partage les recommandations pratiques.",Bon,Junior,Standard,3,Promouvant,6.96,6.33,5.78,6.24,2,1,Neutre,472,Fiche laissée,basique
CONV_1243,REP_203,CLIENT_116,2025-11-25,LV Tétra B B30,Vitamines B – énergie,MG,comportement_patient,Mes patients ne prennent pas régulièrement,"Votre point est tout à fait valable. Astuce observance avec rituel de prise et rappel, cure courte test. Je repasse dans 15 jours pour votre retour.",Bon,Confirmé,Standard,4,Facilitant,7.05,6.49,5.97,6.4,2,1,Positif,109,À suivre,closing|conformite
CONV_1244,REP_204,CLIENT_173,2026-01-09,PULMAX antitussif 150ml,Toux – sirop,Pédiatre,comportement_patient,Les patients s'automédiquent trop,"Votre remarque est pertinente. Message sécurité : bon usage, durée limitée, consulter si persistance. Je vous laisse une fiche et je repasse.",Bon,Junior,Flash,3,Facilitant,6.06,8.39,5.55,6.53,2,1,Neutre,35,Fiche laissée,basique
CONV_1245,REP_205,CLIENT_059,2025-11-20,Oligovit Vitamine C B30,Vitamine C – soutien,MG,autre,Pas d'intérêt clinique démontré,"C'est une objection fréquente. Positionnement support avec prudence, pas de promesse clinique. Je repasse dans 15 jours pour votre retour.",Bon,Confirmé,Flash,3,Promouvant,5.69,7.26,7.35,6.91,0,1,Neutre,36,Intérêt manifesté,conformite
CONV_1246,REP_206,CLIENT_191,2026-02-27,Vitonic Allaitement B45,Allaitement – support nutritionnel,Gynéco,autre,Trop de produits post-partum sur le marché,Votre remarque est pertinente. Quel besoin prioritaire identifiez-vous chez vos patientes ? Cadrage sur 1 besoin prioritaire avec micro-test sur 2 patientes.,Bon,Junior,Standard,3,Promouvant,7.99,6.58,6.97,7.11,3,1,Neutre,188,À suivre,ACRV|closing|questionnement
CONV_1247,REP_207,CLIENT_227,2025-12-09,Pédiakids Crème change 40g,Dermite du siège – topique,MG,autre,Ça ne marche pas toujours dans mon expérience,"C'est une objection fréquente. Clarification diagnostique, orientation si besoin, positionnement en prévention. Est-ce que cela répond à votre point ?",Bon,Confirmé,Standard,5,Facilitant,6.23,6.28,5.59,5.96,1,1,Neutre,395,Intérêt manifesté,conformite
CONV_1248,REP_208,CLIENT_139,2025-10-16,Omévie Oméga3 1000 B30,Oméga-3 – adulte,MG,tolerance,Problème de reflux et d'odeur signalé,Votre point est tout à fait valable. C'est fréquent chez quel type de patients dans votre pratique ? Conseil prise au repas et adaptation du schéma pour le confort.,Bon,Confirmé,Standard,4,Promouvant,5.21,5.72,7.12,6.22,3,1,Positif,417,Intérêt manifesté,ACRV|conformite|questionnement
CONV_1249,REP_209,CLIENT_134,2025-10-05,Pédiakids Apitou N1 N2 150ml,Toux pédiatrique – sèche/grasse,MG,autre,Je ne veux pas multiplier les références pédiatriques,Votre remarque est pertinente. 1 règle de tri claire entre les deux références et plan B. Je vous laisse une fiche et je repasse.,Bon,Junior,Standard,3,Promouvant,6.64,6.32,6.69,6.57,2,1,Neutre,60,Intérêt manifesté,basique
CONV_1250,REP_210,CLIENT_102,2025-11-03,Phytothéra CoQ10 B60,Coenzyme Q10 – support énergétique,MG,autre,Trop de demandes énergie dans ma patientèle,Votre remarque est pertinente. Segmentation et cadrage des attentes réalistes. Est-ce que ça répond à votre question ?,Bon,Junior,Flash,3,Promouvant,7.21,8.06,7.12,7.42,2,1,Positif,42,À suivre,basique
CONV_1251,REP_211,CLIENT_219,2025-09-18,Vitonic Grossesse B30,Grossesse – support nutritionnel,Gynéco,tolerance,Les nausées empêchent la prise régulière,Je comprends. La prise est plutôt le matin ou le soir selon vos patientes ? Adapter le moment de prise et astuces anti-nausées pratiques.,Bon,Junior,Flash,5,Promouvant,6.37,7.09,5.83,6.34,2,1,Neutre,27,Fiche laissée,basique
CONV_1252,REP_212,CLIENT_113,2025-09-03,Vitonic Tonus Plus B30,Tonus – cure énergie,MG,comportement_patient,Mes patients veulent des résultats immédiats,Je comprends. Qu'attendent-ils exactement comme résultat et dans quel délai ? Recadrage des attentes avec cure test et conseils hygiène de vie.,Bon,Junior,Standard,4,Facilitant,6.94,5.9,8.85,7.49,3,1,Neutre,426,Intérêt manifesté,ACRV|closing|questionnement
CONV_1253,REP_213,CLIENT_101,2025-09-19,Vitonic Conception B30,Conception – préconception,MG,autre,Je ne veux pas promettre de résultats sur la conception,Je comprends votre réticence. Quel objectif réaliste vous semble acceptable : routine ou observance ? Positionnement support uniquement avec suivi rigoureux.,Bon,Confirmé,Standard,3,Promouvant,6.88,6.4,5.62,6.17,3,1,Neutre,457,Fiche laissée,ACRV|conformite|questionnement
CONV_1254,REP_214,CLIENT_175,2025-11-19,Pédiakids Apigrip 150ml,Pédiatrie – confort saisonnier,MG,comportement_patient,Les parents veulent un cocktail de produits,C'est une objection fréquente. Recadrage avec règles simples et support d'information parent. Seriez-vous d'accord pour un test sur 2 patients ?,Bon,Confirmé,Standard,5,Promouvant,6.72,7.95,5.98,6.76,2,1,Neutre,259,Fiche laissée,closing|conformite
CONV_1255,REP_200,CLIENT_204,2025-11-10,Pédiakids Oméga3 150ml,Oméga-3 – enfant,Pédiatre,observance,Les enfants refusent à cause du goût,Votre point est tout à fait valable. À quel moment de la journée c'est le plus difficile pour eux ? Astuces observance adaptées à l'enfant et test sur 2 semaines.,Bon,Confirmé,Standard,4,Promouvant,6.25,5.16,5.27,5.48,3,1,Neutre,145,Intérêt manifesté,ACRV|closing|conformite|questionnement
CONV_1256,REP_201,CLIENT_166,2025-10-10,LV Phytocalm B30,Calme / stress – support,MG,comportement_patient,Mes patients veulent un vrai somnifère,"Je comprends votre réticence. Que demandent-ils exactement comme effet et dans quel délai ? Recadrage des attentes, limites claires et orientation médicale si besoin.",Bon,Confirmé,Standard,5,Facilitant,6.6,5.84,8.13,7.06,2,1,Neutre,242,Intérêt manifesté,conformite|questionnement
CONV_1257,REP_202,CLIENT_125,2026-02-28,Oligovit Zinc B15,Zinc – cure courte,Dermato,autre,"Tout le monde demande du zinc, c'est trop galvaudé",Je comprends. Segmentation précise avec cure test de 15 jours. D'accord pour un test sur 2 patients ?,Bon,Junior,Flash,4,Promouvant,6.89,7.3,7.31,7.2,3,1,Neutre,17,Fiche laissée,ACRV|closing
CONV_1258,REP_203,CLIENT_210,2025-11-07,LV Fersang B60,Fer / énergie,Gynéco,conviction,Pas convaincu par ce produit,"Votre remarque est pertinente. Vous voulez un repère sur la composition, la tolérance, ou l'usage pratique ? 1 repère clinique ciblé et proposition de test sur 2 à 3 patients.",Bon,Junior,Standard,5,Analysant,6.68,8.02,7.13,7.28,2,1,Neutre,211,Fiche laissée,closing
CONV_1259,REP_204,CLIENT_175,2026-01-06,LV Tétra B B30,Vitamines B – énergie,MG,comportement_patient,Mes patients ne prennent pas régulièrement,"Votre point est tout à fait valable. Quel est le frein principal : l'oubli ou la motivation ? Astuce observance avec rituel de prise et rappel, cure courte test.",Bon,Confirmé,Standard,5,Facilitant,4.84,4.76,4.86,4.83,3,1,Positif,328,Intérêt manifesté,ACRV|closing|conformite|questionnement
CONV_1260,REP_205,CLIENT_215,2025-12-09,PULMAX antitussif 150ml,Toux – sirop,ORL,temps,Pas le temps pour une présentation,"C'est une préoccupation que j'entends souvent. 1 indication de bon usage, je laisse une fiche et je reviens. D'accord pour un test sur 2 patients ?",Bon,Junior,Standard,3,Contrôlant,7.42,6.09,7.8,7.19,2,1,Neutre,388,À suivre,closing
CONV_1261,REP_206,CLIENT_093,2026-01-21,Oligovit Vitamine C B30,Vitamine C – soutien,MG,autre,Pas d'intérêt clinique démontré,"Votre remarque est pertinente. Positionnement support avec prudence, pas de promesse clinique. Je vous laisse une fiche et je repasse.",Bon,Junior,Flash,3,Promouvant,3.16,5.3,4.36,4.34,2,1,Positif,18,À suivre,basique
CONV_1262,REP_207,CLIENT_143,2025-12-16,Vitonic Allaitement B45,Allaitement – support nutritionnel,Gynéco,autre,Trop de produits post-partum sur le marché,Votre point est tout à fait valable. Quel besoin prioritaire identifiez-vous chez vos patientes ? Cadrage sur 1 besoin prioritaire avec micro-test sur 2 patientes.,Bon,Confirmé,Standard,3,Promouvant,8.01,7.27,6.99,7.33,3,1,Neutre,443,À suivre,ACRV|closing|conformite|questionnement
CONV_1263,REP_208,CLIENT_141,2025-11-23,Pédiakids Crème change 40g,Dermite du siège – topique,MG,temps,Les parents changent de marque tout le temps,"Votre remarque est pertinente. Pourquoi changent-ils selon vous, le prix ou l'efficacité perçue ? Mettre en avant la routine, le conseil simple et le suivi observance.",Bon,Junior,Standard,5,Contrôlant,7.88,6.36,6.82,6.95,3,1,Positif,221,Fiche laissée,ACRV|questionnement
CONV_1264,REP_209,CLIENT_005,2026-01-11,Omévie Oméga3 1000 B30,Oméga-3 – adulte,MG,autre,Je ne priorise pas les oméga-3 en consultation,Votre remarque est pertinente. Segmentation précise avec cure test sur 3 patients ciblés. D'accord pour un test sur 2 patients ?,Bon,Junior,Flash,5,Promouvant,6.11,5.34,7.57,6.54,3,1,Neutre,53,Fiche laissée,ACRV|closing
CONV_1265,REP_210,CLIENT_118,2025-12-01,Pédiakids Apitou N1 N2 150ml,Toux pédiatrique – sèche/grasse,Pédiatre,autre,Je ne veux pas multiplier les références pédiatriques,C'est une objection fréquente. Vous préférez une règle simple pour choisir ? 1 règle de tri claire entre les deux références et plan B.,Bon,Confirmé,Standard,5,Promouvant,7.97,7.92,6.72,7.39,0,1,Neutre,79,Intérêt manifesté,conformite
CONV_1266,REP_211,CLIENT_077,2025-09-10,Phytothéra CoQ10 B60,Coenzyme Q10 – support énergétique,MG,conviction,Pas convaincu par les données sur la CoQ10,"C'est une préoccupation que j'entends souvent. Vous attendez quel type de repère scientifique ? 1 repère ciblé, cure test sur 2 patients et retour à J+30.",Bon,Junior,Standard,4,Analysant,5.84,5.85,5.51,5.69,2,1,Neutre,388,À suivre,closing|questionnement
CONV_1267,REP_212,CLIENT_135,2025-09-11,Vitonic Grossesse B30,Grossesse – support nutritionnel,MG,securite,Je suis très prudent avec tout produit en grossesse,"C'est une objection fréquente. Vous craignez quoi précisément : dosage, tolérance ou interactions ? Réponse prudente avec renvoi à la fiche et plan B selon le trimestre.",Bon,Confirmé,Standard,5,Facilitant,8.03,5.79,5.14,6.06,1,1,Positif,216,Intérêt manifesté,conformite
CONV_1268,REP_213,CLIENT_022,2025-12-31,Vitonic Tonus Plus B30,Tonus – cure énergie,MG,comportement_patient,Mes patients veulent des résultats immédiats,Votre remarque est pertinente. Qu'attendent-ils exactement comme résultat et dans quel délai ? Recadrage des attentes avec cure test et conseils hygiène de vie.,Bon,Junior,Standard,4,Facilitant,4.26,4.32,3.82,4.08,3,1,Neutre,232,Intérêt manifesté,ACRV|closing|questionnement
CONV_1269,REP_214,CLIENT_069,2025-12-20,Vitonic Conception B30,Conception – préconception,MG,temps,Mes patientes oublient vite la routine,"Je comprends. Rituel de prise, rappel digital et point retour à J+15. D'accord pour un test sur 2 patients ?",Bon,Junior,Flash,3,Promouvant,6.11,5.46,6.98,6.31,3,1,Neutre,19,Intérêt manifesté,ACRV|closing
CONV_1270,REP_200,CLIENT_176,2025-12-05,Pédiakids Apigrip 150ml,Pédiatrie – confort saisonnier,Pédiatre,comportement_patient,Les parents veulent un cocktail de produits,Votre point est tout à fait valable. Ils demandent quoi exactement comme combinaison ? Recadrage avec règles simples et support d'information parent.,Bon,Confirmé,Standard,4,Promouvant,7.16,6.16,7.71,7.11,1,1,Neutre,162,Intérêt manifesté,conformite
CONV_1271,REP_201,CLIENT_190,2026-01-16,Pédiakids Oméga3 150ml,Oméga-3 – enfant,Pédiatre,observance,Les enfants refusent à cause du goût,Votre point est tout à fait valable. Astuces observance adaptées à l'enfant et test sur 2 semaines. Est-ce que cela répond à votre point ?,Bon,Confirmé,Flash,4,Promouvant,7.12,5.87,6.79,6.6,3,1,Neutre,28,Fiche laissée,ACRV|closing|conformite
CONV_1272,REP_202,CLIENT_179,2026-02-06,LV Phytocalm B30,Calme / stress – support,MG,temps,Je préfère éviter ce type de produits en consultation,Votre remarque est pertinente. Segmentation ciblée avec cure test sur des profils stress léger. D'accord pour un test sur 2 patients ?,Bon,Junior,Standard,3,Promouvant,7.8,5.95,7.5,7.11,3,1,Neutre,464,Intérêt manifesté,ACRV|closing|segmentation
CONV_1273,REP_203,CLIENT_131,2025-09-26,Oligovit Zinc B15,Zinc – cure courte,Dermato,autre,"Tout le monde demande du zinc, c'est trop galvaudé",Votre remarque est pertinente. Quel profil prioritaire vous identifiez dans ces demandes ? Segmentation précise avec cure test de 15 jours.,Bon,Junior,Standard,5,Promouvant,7.11,7.68,6.36,6.94,3,1,Positif,254,Intérêt manifesté,ACRV|closing|segmentation|questionnement
CONV_1274,REP_204,CLIENT_091,2025-11-30,LV Fersang B60,Fer / énergie,Gynéco,tolerance,Trop d'intolérance digestive signalée,"Votre remarque est pertinente. C'est plutôt nausées, constipation, ou autre inconfort ? Conseils de prise adaptés ; je vous partage les recommandations pratiques.",Bon,Junior,Standard,3,Promouvant,6.71,6.09,6.65,6.5,3,1,Neutre,410,Fiche laissée,ACRV
CONV_1275,REP_205,CLIENT_036,2025-09-23,LV Tétra B B30,Vitamines B – énergie,MG,autre,Je n'aime pas les compléments vitamines B,C'est une préoccupation que j'entends souvent. Positionnement support avec rappel des limites et suivi à J+14. Est-ce que ça répond à votre question ?,Bon,Junior,Standard,3,Promouvant,8.03,7.97,6.28,7.22,1,1,Neutre,396,Fiche laissée,basique
CONV_1276,REP_206,CLIENT_177,2026-02-28,PULMAX antitussif 150ml,Toux – sirop,ORL,temps,Pas le temps pour une présentation,"Votre remarque est pertinente. Vous avez 20 secondes ou je repasse demain ? 1 indication de bon usage, je laisse une fiche et je reviens.",Bon,Junior,Flash,5,Contrôlant,6.64,6.18,6.91,6.62,2,1,Neutre,34,Intérêt manifesté,basique
CONV_1277,REP_207,CLIENT_106,2025-11-17,Oligovit Vitamine C B30,Vitamine C – soutien,MG,autre,"Tout le monde en demande, c'est galvaudé",Je comprends. Segmentation patient ciblée avec cure courte et suivi J+15. Je vous laisse une fiche et je repasse.,Bon,Junior,Flash,3,Promouvant,6.48,7.06,6.24,6.55,2,1,Neutre,41,Fiche laissée,basique
CONV_1278,REP_208,CLIENT_121,2026-02-14,Vitonic Allaitement B45,Allaitement – support nutritionnel,MG,autre,Trop de produits post-partum sur le marché,Je comprends votre réticence. Quel besoin prioritaire identifiez-vous chez vos patientes ? Cadrage sur 1 besoin prioritaire avec micro-test sur 2 patientes.,Bon,Confirmé,Standard,4,Promouvant,6.66,6.69,6.22,6.47,3,1,Neutre,369,À suivre,ACRV|closing|conformite|questionnement
CONV_1279,REP_209,CLIENT_046,2025-12-22,Pédiakids Crème change 40g,Dermite du siège – topique,MG,autre,Ça ne marche pas toujours dans mon expérience,"C'est une préoccupation que j'entends souvent. Sur quel contexte exactement : mycose, irritation, ou allergie ? Clarification diagnostique, orientation si besoin, positionnement en prévention.",Bon,Junior,Standard,5,Facilitant,5.6,7.69,6.56,6.66,1,1,Neutre,93,Intérêt manifesté,questionnement
CONV_1280,REP_210,CLIENT_116,2025-12-26,Omévie Oméga3 1000 B30,Oméga-3 – adulte,MG,autre,Je ne priorise pas les oméga-3 en consultation,Je comprends. Sur quel profil de patient vous l'accepteriez comme support ? Segmentation précise avec cure test sur 3 patients ciblés.,Bon,Junior,Standard,5,Promouvant,4.35,4.35,4.24,4.3,3,1,Neutre,115,À suivre,ACRV|closing|segmentation|questionnement
CONV_1281,REP_211,CLIENT_109,2025-11-15,Pédiakids Apitou N1 N2 150ml,Toux pédiatrique – sèche/grasse,ORL,comportement_patient,Les parents confondent les deux types de toux,Votre remarque est pertinente. Mini-éducation thérapeutique et fiche parent pratique. D'accord pour un test sur 2 patients ?,Bon,Junior,Flash,4,Promouvant,3.12,4.9,3.49,3.82,3,1,Neutre,25,Fiche laissée,ACRV|closing
CONV_1282,REP_212,CLIENT_152,2025-10-22,Phytothéra CoQ10 B60,Coenzyme Q10 – support énergétique,MG,conviction,Pas convaincu par les données sur la CoQ10,"Je comprends. 1 repère ciblé, cure test sur 2 patients et retour à J+30. D'accord pour un test sur 2 patients ?",Bon,Junior,Flash,4,Analysant,7.77,8.24,7.48,7.78,3,1,Neutre,44,Intérêt manifesté,ACRV|closing
CONV_1283,REP_213,CLIENT_131,2026-02-04,Vitonic Grossesse B30,Grossesse – support nutritionnel,Gynéco,securite,Je suis très prudent avec tout produit en grossesse,C'est une préoccupation que j'entends souvent. Réponse prudente avec renvoi à la fiche et plan B selon le trimestre. Je vous laisse une fiche et je repasse.,Bon,Junior,Standard,3,Facilitant,6.18,7.79,7.38,7.2,1,1,Positif,465,À suivre,basique
CONV_1284,REP_214,CLIENT_047,2025-10-01,Vitonic Tonus Plus B30,Tonus – cure énergie,MG,autre,Je préfère une approche médicale classique,C'est une préoccupation que j'entends souvent. Positionnement support clair avec prudence et complémentarité médicale. Est-ce que ça répond à votre question ?,Bon,Junior,Standard,4,Promouvant,6.81,7.5,5.86,6.59,1,1,Positif,380,Fiche laissée,basique
CONV_1285,REP_200,CLIENT_154,2026-02-01,Vitonic Conception B30,Conception – préconception,Gynéco,autre,Je ne veux pas promettre de résultats sur la conception,Votre point est tout à fait valable. Quel objectif réaliste vous semble acceptable : routine ou observance ? Positionnement support uniquement avec suivi rigoureux.,Bon,Confirmé,Standard,4,Promouvant,7.16,6.78,7.16,7.05,3,1,Positif,100,Fiche laissée,ACRV|conformite|questionnement
CONV_1286,REP_201,CLIENT_013,2025-09-28,Pédiakids Apigrip 150ml,Pédiatrie – confort saisonnier,MG,comportement_patient,Les parents veulent un cocktail de produits,C'est une préoccupation que j'entends souvent. Recadrage avec règles simples et support d'information parent. Je vous laisse une fiche et je repasse.,Bon,Junior,Standard,5,Promouvant,6.07,6.48,6.31,6.3,1,1,Neutre,104,Fiche laissée,basique
CONV_1287,REP_202,CLIENT_210,2025-09-18,Pédiakids Oméga3 150ml,Oméga-3 – enfant,MG,observance,Les enfants refusent à cause du goût,Votre point est tout à fait valable. Astuces observance adaptées à l'enfant et test sur 2 semaines. Seriez-vous d'accord pour un test sur 2 patients ?,Bon,Confirmé,Standard,4,Promouvant,7.0,7.91,5.26,6.49,3,1,Neutre,254,Fiche laissée,ACRV|closing|conformite
CONV_1288,REP_203,CLIENT_177,2026-02-02,LV Phytocalm B30,Calme / stress – support,MG,temps,Je préfère éviter ce type de produits en consultation,C'est une préoccupation que j'entends souvent. Sur quels profils précis vous accepteriez un support naturel ? Segmentation ciblée avec cure test sur des profils stress léger.,Bon,Junior,Standard,5,Promouvant,6.12,6.15,4.77,5.52,2,1,Neutre,430,Fiche laissée,closing|segmentation|questionnement
CONV_1289,REP_204,CLIENT_182,2025-11-14,Oligovit Zinc B15,Zinc – cure courte,MG,conviction,Pas convaincu par les données sur le zinc,"C'est une préoccupation que j'entends souvent. 1 repère ciblé sur l'indication, positionnement clair et suivi. D'accord pour un test sur 2 patients ?",Bon,Junior,Standard,4,Analysant,5.96,5.43,6.92,6.23,2,1,Neutre,179,À suivre,closing
CONV_1290,REP_205,CLIENT_018,2025-11-18,LV Fersang B60,Fer / énergie,Gynéco,habitudes,J'ai mes habitudes avec un autre fer,"Je comprends votre réticence. Justement, positionnement en plan B sur ces profils avec suivi à J+7 et J+14. Seriez-vous d'accord pour un test sur 2 patients ?",Bon,Confirmé,Standard,5,Contrôlant,6.95,6.43,7.63,7.1,3,1,Neutre,464,Fiche laissée,ACRV|closing|segmentation|conformite
CONV_1291,REP_206,CLIENT_035,2026-01-02,LV Tétra B B30,Vitamines B – énergie,MG,comportement_patient,Mes patients ne prennent pas régulièrement,"Je comprends votre réticence. Quel est le frein principal : l'oubli ou la motivation ? Astuce observance avec rituel de prise et rappel, cure courte test.",Bon,Confirmé,Standard,4,Facilitant,8.39,7.81,8.43,8.23,3,1,Positif,390,Intérêt manifesté,ACRV|closing|conformite|questionnement
CONV_1292,REP_207,CLIENT_039,2025-11-11,PULMAX antitussif 150ml,Toux – sirop,MG,temps,Pas le temps pour une présentation,"Votre remarque est pertinente. Vous avez 20 secondes ou je repasse demain ? 1 indication de bon usage, je laisse une fiche et je reviens.",Bon,Junior,Flash,5,Contrôlant,8.22,7.06,7.13,7.38,2,1,Neutre,19,Fiche laissée,basique
CONV_1293,REP_208,CLIENT_023,2026-01-06,Oligovit Vitamine C B30,Vitamine C – soutien,MG,autre,Pas d'intérêt clinique démontré,"Votre remarque est pertinente. Positionnement support avec prudence, pas de promesse clinique. Je vous laisse une fiche et je repasse.",Bon,Junior,Flash,4,Promouvant,6.45,7.37,6.82,6.89,2,1,Neutre,41,Fiche laissée,basique
CONV_1294,REP_209,CLIENT_188,2026-01-13,Vitonic Allaitement B45,Allaitement – support nutritionnel,MG,autre,Trop de produits post-partum sur le marché,C'est une préoccupation que j'entends souvent. Cadrage sur 1 besoin prioritaire avec micro-test sur 2 patientes. Est-ce que ça répond à votre question ?,Bon,Junior,Standard,3,Promouvant,6.66,5.79,7.0,6.55,2,1,Neutre,307,Fiche laissée,closing
CONV_1295,REP_210,CLIENT_228,2025-09-12,Pédiakids Crème change 40g,Dermite du siège – topique,Pédiatre,temps,Les parents changent de marque tout le temps,"Je comprends votre réticence. Pourquoi changent-ils selon vous, le prix ou l'efficacité perçue ? Mettre en avant la routine, le conseil simple et le suivi observance.",Bon,Confirmé,Standard,5,Contrôlant,2.63,5.25,2.36,3.29,3,1,Neutre,299,Fiche laissée,ACRV|conformite|questionnement
CONV_1296,REP_211,CLIENT_090,2026-01-19,Omévie Oméga3 1000 B30,Oméga-3 – adulte,MG,autre,Je ne priorise pas les oméga-3 en consultation,Votre point est tout à fait valable. Sur quel profil de patient vous l'accepteriez comme support ? Segmentation précise avec cure test sur 3 patients ciblés.,Bon,Confirmé,Standard,5,Promouvant,6.03,6.14,5.86,5.99,3,1,Neutre,337,Intérêt manifesté,ACRV|closing|segmentation|conformite|questionnement
CONV_1297,REP_212,CLIENT_110,2025-12-10,Pédiakids Apitou N1 N2 150ml,Toux pédiatrique – sèche/grasse,Pédiatre,autre,Je ne veux pas multiplier les références pédiatriques,Votre point est tout à fait valable. Vous préférez une règle simple pour choisir ? 1 règle de tri claire entre les deux références et plan B.,Bon,Confirmé,Standard,3,Promouvant,6.41,6.88,7.48,7.03,1,1,Positif,104,Intérêt manifesté,conformite
CONV_1298,REP_213,CLIENT_080,2026-02-23,Phytothéra CoQ10 B60,Coenzyme Q10 – support énergétique,MG,autre,Trop de demandes énergie dans ma patientèle,C'est une préoccupation que j'entends souvent. Quel profil vous priorisez parmi ces demandes ? Segmentation et cadrage des attentes réalistes.,Bon,Junior,Standard,5,Promouvant,7.45,7.68,7.27,7.44,2,1,Positif,293,Intérêt manifesté,segmentation|questionnement
CONV_1299,REP_214,CLIENT_029,2025-11-29,Vitonic Grossesse B30,Grossesse – support nutritionnel,MG,tolerance,Les nausées empêchent la prise régulière,Je comprends votre réticence. La prise est plutôt le matin ou le soir selon vos patientes ? Adapter le moment de prise et astuces anti-nausées pratiques.,Bon,Confirmé,Standard,4,Promouvant,5.89,7.46,6.92,6.82,2,1,Neutre,303,Intérêt manifesté,conformite
CONV_1300,REP_200,CLIENT_124,2025-12-08,Vitonic Tonus Plus B30,Tonus – cure énergie,MG,autre,Je préfère une approche médicale classique,C'est une objection fréquente. Positionnement support clair avec prudence et complémentarité médicale. Seriez-vous d'accord pour un test sur 2 patients ?,Bon,Confirmé,Standard,3,Promouvant,7.63,5.96,5.8,6.31,2,1,Neutre,141,À suivre,closing|conformite
CONV_1301,REP_201,CLIENT_119,2025-11-23,Vitonic Conception B30,Conception – préconception,Gynéco,temps,Mes patientes oublient vite la routine,"Votre point est tout à fait valable. Rituel de prise, rappel digital et point retour à J+15. Je repasse dans 15 jours pour votre retour.",Bon,Confirmé,Flash,4,Promouvant,7.35,5.65,6.78,6.58,1,1,Neutre,53,À suivre,conformite
CONV_1302,REP_202,CLIENT_039,2025-12-25,Pédiakids Apigrip 150ml,Pédiatrie – confort saisonnier,MG,autre,Ils arrêtent dès l'amélioration des symptômes,C'est une objection fréquente. Vous le voyez souvent dans votre pratique pédiatrique ? Conseil durée d'usage recommandée avec suivi à J+5.,Bon,Confirmé,Standard,5,Promouvant,7.13,7.43,6.03,6.72,1,1,Neutre,398,Intérêt manifesté,conformite
CONV_1303,REP_203,CLIENT_003,2026-02-04,Pédiakids Oméga3 150ml,Oméga-3 – enfant,MG,securite,Je suis prudent sur les allégations cognitives,"Votre remarque est pertinente. Quel bénéfice support vous semble acceptable pour ces patients ? Cadrage strict sur le support, fiche produit remise et suivi.",Bon,Junior,Standard,4,Facilitant,5.62,7.18,7.7,7.02,4,1,Neutre,358,Intérêt manifesté,ACRV|questionnement
CONV_1304,REP_204,CLIENT_183,2025-12-07,LV Phytocalm B30,Calme / stress – support,MG,temps,Je préfère éviter ce type de produits en consultation,Je comprends. Segmentation ciblée avec cure test sur des profils stress léger. D'accord pour un test sur 2 patients ?,Bon,Junior,Flash,5,Promouvant,4.6,5.42,6.57,5.73,3,1,Positif,35,À suivre,ACRV|closing|segmentation
CONV_1305,REP_205,CLIENT_019,2026-02-13,Oligovit Zinc B15,Zinc – cure courte,MG,conviction,Pas convaincu par les données sur le zinc,"Votre remarque est pertinente. 1 repère ciblé sur l'indication, positionnement clair et suivi. Est-ce que ça répond à votre question ?",Bon,Junior,Flash,5,Analysant,6.04,7.06,5.58,6.14,3,1,Neutre,15,Intérêt manifesté,ACRV
CONV_1306,REP_206,CLIENT_116,2025-12-08,LV Fersang B60,Fer / énergie,Gynéco,habitudes,J'ai mes habitudes avec un autre fer,"Votre remarque est pertinente. Justement, positionnement en plan B sur ces profils avec suivi à J+7 et J+14. D'accord pour un test sur 2 patients ?",Bon,Junior,Standard,4,Contrôlant,6.08,7.08,7.68,7.1,3,1,Positif,479,À suivre,ACRV|closing|segmentation
CONV_1307,REP_207,CLIENT_029,2026-01-27,LV Tétra B B30,Vitamines B – énergie,MG,autre,Je n'aime pas les compléments vitamines B,C'est une objection fréquente. Sur quels cas vous acceptez une aide pratique en support ? Positionnement support avec rappel des limites et suivi à J+14.,Bon,Confirmé,Standard,3,Promouvant,7.07,6.58,5.38,6.16,2,1,Positif,248,À suivre,conformite|questionnement
