seq_id,state,label,confidence,stress,slouch_score,spine_angle,arms_crossed_rate,face_touch_rate,niveau_alia,etape_vm,vm_description,coaching_hint
322,neutral,1,56.86,43.14,0.2681,2.07,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
323,neutral,1,56.66,43.34,0.2713,2.2,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
324,neutral,1,56.32,43.68,0.2979,3.12,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
325,neutral,1,57.0,43.0,0.2544,1.2,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
326,neutral,1,57.12,42.88,0.2325,1.11,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
327,neutral,1,55.91,44.09,0.2908,3.68,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
328,neutral,1,56.95,43.05,0.2334,0.92,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
329,neutral,1,56.88,43.12,0.2395,1.69,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
330,neutral,1,55.2,44.8,0.2935,2.39,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
331,neutral,1,56.99,43.01,0.2689,2.96,0.9667,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
332,neutral,1,55.69,44.31,0.337,2.25,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
333,neutral,1,57.25,42.75,0.2265,1.17,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
334,neutral,1,57.22,42.78,0.2354,1.4,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
335,neutral,1,56.63,43.37,0.259,1.35,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
336,neutral,1,56.7,43.3,0.3074,2.51,0.9667,0.0,Junior,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
337,neutral,1,56.91,43.09,0.2626,1.56,1.0,0.0,Junior,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
338,neutral,1,56.55,43.45,0.2754,1.08,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
339,neutral,1,56.85,43.15,0.2617,2.47,1.0,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
340,neutral,1,57.0,43.0,0.2481,1.58,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
341,neutral,1,55.04,44.96,0.3325,2.37,1.0,0.0,Junior,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
342,neutral,1,56.46,43.54,0.2757,1.47,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
343,neutral,1,57.03,42.97,0.244,1.04,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
344,neutral,1,55.81,44.19,0.2864,1.87,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
345,neutral,1,57.37,42.63,0.2148,1.02,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
346,neutral,1,57.34,42.66,0.228,1.12,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
347,neutral,1,56.42,43.58,0.2677,2.31,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
348,neutral,1,56.94,43.06,0.2442,2.66,1.0,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
349,neutral,1,56.99,43.01,0.2381,1.07,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
350,neutral,1,55.87,44.13,0.3195,1.97,1.0,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
351,neutral,1,57.22,42.78,0.2331,0.93,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
352,neutral,1,56.39,43.61,0.2903,1.62,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
353,neutral,1,56.88,43.12,0.2635,1.88,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
354,neutral,1,56.35,43.65,0.2866,3.33,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
355,neutral,1,56.99,43.01,0.2527,2.08,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
356,neutral,1,56.19,43.81,0.3435,3.47,0.9667,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
357,neutral,1,56.47,43.53,0.2931,2.43,1.0,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
358,neutral,1,55.93,44.07,0.3069,1.84,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
359,neutral,1,56.77,43.23,0.266,2.2,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
360,neutral,1,56.45,43.55,0.3052,2.85,0.9667,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
361,neutral,1,57.46,42.54,0.228,0.93,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
362,neutral,1,57.2,42.8,0.2404,2.17,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
363,neutral,1,56.79,43.21,0.2546,1.55,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
364,neutral,1,56.94,43.06,0.2592,2.75,0.9667,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
365,slouched,2,63.24,36.76,0.1345,2.37,0.6,0.1,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
366,slouched,2,67.57,32.43,0.1326,3.03,0.5,0.0,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
367,slouched,2,60.31,39.69,0.0861,2.42,0.8667,0.0,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
368,slouched,2,56.84,43.16,0.0781,1.35,1.0,0.0,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
369,slouched,2,57.82,42.18,0.103,1.34,0.9333,0.0,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
370,slouched,2,57.78,42.22,0.0932,1.62,0.9667,0.0,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
371,slouched,2,62.37,37.63,0.128,2.23,0.7,0.0333,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
372,slouched,2,58.92,41.08,0.087,1.66,0.8667,0.0,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
373,slouched,2,61.13,38.87,0.1148,2.2,0.8,0.0,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
374,slouched,2,57.66,42.34,0.0787,1.15,0.9333,0.0,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
375,slouched,2,62.01,37.99,0.104,2.32,0.8,0.0,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
376,slouched,2,59.47,40.53,0.115,2.6,0.8667,0.0,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
377,slouched,2,62.48,37.52,0.124,3.68,0.7,0.0333,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
378,slouched,2,57.37,42.63,0.0895,1.27,1.0,0.0,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
379,slouched,2,62.81,37.19,0.1069,1.59,0.7,0.0,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
380,slouched,2,60.02,39.98,0.1439,2.23,0.8,0.0333,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
381,slouched,2,57.76,42.24,0.084,1.38,0.9333,0.0,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
382,slouched,2,58.49,41.51,0.1329,1.44,0.8667,0.0,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
383,slouched,2,60.27,39.73,0.1107,1.8,0.8667,0.0,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
384,slouched,2,59.83,40.17,0.091,1.92,0.8333,0.0,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
385,slouched,2,60.18,39.82,0.1221,2.32,0.8,0.0,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
386,slouched,2,61.04,38.96,0.11,2.89,0.7333,0.1667,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
387,slouched,2,62.41,37.59,0.1331,2.14,0.7333,0.0333,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
388,slouched,2,59.73,40.27,0.1008,2.27,0.8667,0.0667,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
389,slouched,2,61.57,38.43,0.1321,2.79,0.7667,0.0333,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
390,slouched,2,61.36,38.64,0.1106,1.88,0.7667,0.0333,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
391,slouched,2,58.89,41.11,0.0995,2.06,0.9333,0.0,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
392,slouched,2,59.78,40.22,0.1012,1.62,0.8333,0.0667,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
393,slouched,2,65.02,34.98,0.1348,2.96,0.6,0.0667,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
394,slouched,2,65.77,34.23,0.1461,2.07,0.5333,0.0,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
395,slouched,2,59.49,40.51,0.1033,1.91,0.8333,0.0,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
396,slouched,2,60.35,39.65,0.0952,2.53,0.8667,0.0333,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
397,slouched,2,59.41,40.59,0.1465,2.64,0.8333,0.0667,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
398,slouched,2,62.01,37.99,0.1147,3.12,0.7,0.1333,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
399,slouched,2,57.28,42.72,0.0732,1.47,0.9667,0.0,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
400,slouched,2,58.59,41.41,0.0963,1.47,0.9333,0.0,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
401,slouched,2,65.76,34.24,0.1352,3.2,0.5,0.1,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
402,slouched,2,62.79,37.21,0.1091,1.96,0.7,0.0,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
403,slouched,2,62.73,37.27,0.141,3.87,0.6333,0.1,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
404,slouched,2,61.45,38.55,0.1034,1.93,0.7,0.0,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
405,slouched,2,61.37,38.63,0.087,2.61,0.8,0.0,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
406,slouched,2,63.67,36.33,0.1337,2.79,0.6,0.0667,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
407,slouched,2,61.12,38.88,0.1672,3.49,0.6667,0.2,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
408,slouched,2,60.12,39.88,0.1421,3.37,0.7667,0.1333,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
409,slouched,2,62.21,37.79,0.1143,2.89,0.7667,0.0333,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
410,slouched,2,63.03,36.96,0.1379,2.59,0.7,0.0,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
411,slouched,2,60.03,39.97,0.1249,2.78,0.8,0.0333,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
412,slouched,2,59.96,40.04,0.1416,2.61,0.8,0.0,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
413,slouched,2,59.43,40.57,0.1321,2.07,0.8667,0.0,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
414,slouched,2,66.78,33.22,0.1355,3.13,0.5333,0.0,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
415,slouched,2,57.93,42.07,0.093,1.5,0.9333,0.0,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
416,slouched,2,58.09,41.91,0.1387,2.07,0.9333,0.0,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
417,slouched,2,60.25,39.75,0.1268,2.18,0.7667,0.0333,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
418,slouched,2,57.48,42.52,0.0996,1.95,0.9667,0.0,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
419,slouched,2,58.14,41.86,0.081,1.52,0.9,0.0,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
420,slouched,2,65.05,34.95,0.1032,2.46,0.5333,0.0333,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
421,slouched,2,63.42,36.58,0.1382,3.07,0.6333,0.0,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
422,slouched,2,60.62,39.38,0.1461,3.06,0.7,0.1667,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
423,slouched,2,63.47,36.53,0.1422,3.4,0.6,0.0333,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
424,slouched,2,64.92,35.08,0.1094,2.07,0.5333,0.1,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
425,slouched,2,60.26,39.74,0.1148,1.95,0.8333,0.0,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
426,slouched,2,61.18,38.82,0.0994,1.67,0.7667,0.0,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
427,slouched,2,63.8,36.2,0.1407,3.67,0.6333,0.1333,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
428,slouched,2,61.89,38.11,0.1405,2.07,0.7333,0.0,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
429,slouched,2,61.24,38.76,0.1401,1.71,0.7667,0.0333,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
430,slouched,2,63.03,36.97,0.1199,2.27,0.6667,0.0,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
431,slouched,2,60.31,39.69,0.1319,1.83,0.8333,0.0,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
432,slouched,2,62.76,37.24,0.1245,2.59,0.7,0.0,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
433,slouched,2,64.05,35.95,0.1683,2.9,0.6,0.0333,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
434,slouched,2,57.54,42.46,0.1233,1.65,0.9333,0.0333,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
435,slouched,2,57.37,42.63,0.106,1.54,0.9667,0.0,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
436,slouched,2,61.49,38.51,0.1306,2.46,0.7,0.1,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
437,slouched,2,58.65,41.35,0.0905,1.55,0.9,0.0,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
438,slouched,2,57.63,42.37,0.0763,1.32,0.9333,0.0,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
439,slouched,2,57.93,42.07,0.0983,1.63,0.9333,0.0,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
440,slouched,2,60.53,39.47,0.1266,3.03,0.7667,0.0667,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
441,slouched,2,59.21,40.79,0.09,1.6,0.9,0.0,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
442,slouched,2,57.93,42.07,0.1048,1.58,0.9333,0.0,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
443,slouched,2,64.13,35.87,0.1371,2.79,0.6,0.1,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
444,slouched,2,60.28,39.72,0.1303,2.98,0.8,0.0667,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
445,slouched,2,64.33,35.67,0.1694,3.48,0.5333,0.1,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
446,slouched,2,60.23,39.77,0.1379,3.05,0.8,0.0,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
447,slouched,2,62.01,37.99,0.1376,2.82,0.7,0.0667,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
448,slouched,2,60.31,39.69,0.1233,2.85,0.8,0.0333,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
449,slouched,2,66.19,33.81,0.135,3.09,0.5333,0.0,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
450,slouched,2,58.51,41.49,0.0769,1.35,0.9333,0.0,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
451,slouched,2,64.19,35.81,0.1457,2.47,0.6,0.0,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
452,slouched,2,58.48,41.52,0.0932,1.35,0.9333,0.0,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
453,slouched,2,60.28,39.72,0.1373,2.8,0.8333,0.0,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
454,slouched,2,61.11,38.89,0.103,2.05,0.8,0.0,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
455,slouched,2,64.78,35.22,0.1346,2.77,0.6,0.0,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
456,slouched,2,59.01,40.99,0.1042,1.96,0.9,0.0,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
457,slouched,2,59.77,40.23,0.1029,1.84,0.8667,0.0,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
458,slouched,2,62.46,37.54,0.1481,2.71,0.6667,0.1,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
459,slouched,2,59.94,40.06,0.1059,2.13,0.8333,0.0,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
460,slouched,2,60.96,39.04,0.1264,3.22,0.7667,0.0,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
461,slouched,2,58.74,41.26,0.0962,1.63,0.8667,0.0,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
462,slouched,2,62.58,37.42,0.1445,2.86,0.7,0.1333,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
463,slouched,2,68.64,31.36,0.1094,3.2,0.4333,0.0,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
464,slouched,2,60.55,39.45,0.095,1.72,0.8333,0.0333,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
465,slouched,2,67.91,32.09,0.1189,2.43,0.3667,0.1,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
466,slouched,2,58.46,41.54,0.0991,1.71,0.9,0.0,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
467,slouched,2,58.11,41.89,0.1241,1.83,0.9333,0.0,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
468,slouched,2,61.38,38.62,0.1119,1.9,0.7333,0.0333,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
