conversation_id,rep_id,client_id,date,product,objection_type,objection_text,rep_response,response_quality,scientific_accuracy_score,communication_clarity_score,objection_handling_score,overall_score,client_sentiment,conversation_duration_sec,outcome,conversation_transcript,skill_tags,year,month,month_name,week,day_of_week,duration_minutes,duration_category,objection_difficulty,objection_text_len,response_len_chars,response_len_words,transcript_len_chars,has_empathy,has_data_args,has_followup_q,has_solution,is_vague,argumentation_richness,response_to_objection_ratio,info_density,nb_skill_tags,tag_argumentation_solide,tag_argumentation_correcte,tag_reponse_scientifique,tag_empathie_client,tag_informations_basiques,tag_reponse_vague,tag_manque_preparation,skill_level,quality_label,is_success,is_success_broad,sentiment_label,context_weighted_score,above_success_threshold
CONV00055,REP004,CLI0179,2025-11-29,PHYTOFANE Lotion anti chute,Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,"Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.",Bon,7.6,7.6,6.1,7.1,Positif,555,Intérêt Modéré,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,11,November,48,Saturday,9.25,Standard (6-10 min),Standard,92,97,17,370,0,1,0,0,0,1,1.04,1.82,2,0,1,0,0,1,0,0,Confirmé,1,0,1,1,6.92,0
CONV00081,REP001,CLI0073,2025-11-30,Omevie Omega 3 – 1000,Effets Secondaires,J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.",Bon,8.0,7.0,5.3,6.8,Positif,548,Demande info,"Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,11,November,48,Sunday,9.13,Standard (6-10 min),Standard,78,76,13,329,0,0,0,0,0,0,0.96,1.41,2,0,1,0,0,1,0,0,Confirmé,1,0,1,1,6.48,0
CONV00175,REP020,CLI0190,2025-11-30,"Echinacée, Zinc, Vit.C",Concurrence,Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Notre produit a une meilleure formulation et plus d'actifs. La qualité est vraiment supérieure.,Bon,7.7,7.1,6.4,7.1,Négatif,423,À rappeler,"Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Notre produit a une meilleure formulation et plus d'actifs. La qualité est vraiment supérieure.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,11,November,48,Sunday,7.05,Standard (6-10 min),Standard,88,95,14,359,0,0,0,0,0,0,1.07,1.96,2,0,1,0,0,1,0,0,Confirmé,1,0,0,-1,6.94,0
CONV00048,REP001,CLI0091,2025-11-30,LV CYSPROTECT,Posologie complexe,La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.,C'est assez simple en fait : 2 fois par jour. La notice explique bien.,Bon,7.8,7.7,6.1,7.2,Neutre,505,Demande info,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.
Délégué: C'est assez simple en fait : 2 fois par jour. La notice explique bien.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,11,November,48,Sunday,8.42,Standard (6-10 min),Difficile,75,70,14,312,0,0,0,0,0,0,0.92,1.64,2,0,1,0,0,1,0,0,Confirmé,1,0,1,0,7.0,0
CONV00264,REP024,CLI0101,2025-12-01,PHYTOFANE Lotion anti chute,Stock suffisant,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?",Excellent,9.8,9.9,9.0,9.6,Neutre,450,Commande,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,12,December,49,Monday,7.5,Standard (6-10 min),Difficile,74,278,45,533,0,0,1,0,0,1,3.71,5.92,3,1,0,1,1,0,0,0,Expert,2,1,1,0,9.47,1
CONV00359,REP013,CLI0088,2025-12-01,Omevie Omega 3 – 1000,Stock suffisant,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Pas de problème, je repasserai.",Faible,3.4,4.8,4.7,4.3,Positif,351,Refus,"Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: Pas de problème, je repasserai.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2025,12,December,49,Monday,5.85,Courte (3-6 min),Difficile,74,31,5,280,0,0,0,0,0,0,0.41,0.84,2,0,0,0,0,0,1,1,À améliorer,0,0,0,1,4.4,0
CONV00363,REP002,CLI0177,2025-12-01,Vitonic Tonus,Demande Faible,"Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.",Nous pouvons vous fournir des supports marketing pour augmenter la demande.,Bon,6.1,7.6,5.2,6.3,Neutre,224,Demande info,"Délégué: Bonjour, je viens vous présenter Vitonic Tonus. C'est un excellent produit pour [indication].
Client: Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.
Délégué: Nous pouvons vous fournir des supports marketing pour augmenter la demande.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,12,December,49,Monday,3.73,Courte (3-6 min),Standard,83,75,11,325,0,0,0,0,0,0,0.89,2.87,2,0,1,0,0,1,0,0,Confirmé,1,0,1,0,6.14,0
CONV00232,REP015,CLI0205,2025-12-02,PHYTOFANE Lotion anti chute,Marque inconnue,Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.,Bon,7.6,7.6,5.8,7.0,Neutre,545,À rappeler,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,12,December,49,Tuesday,9.08,Standard (6-10 min),Difficile,85,72,11,338,0,0,0,0,0,0,0.84,1.2,2,0,1,0,0,1,0,0,Confirmé,1,0,0,0,6.79,0
CONV00335,REP002,CLI0077,2025-12-02,LV Fersang junior,Concurrence,Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Notre produit a une meilleure formulation et plus d'actifs. La qualité est vraiment supérieure.,Bon,7.2,6.7,6.8,6.9,Négatif,353,Intérêt Modéré,"Délégué: Bonjour, je viens vous présenter LV Fersang junior. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Notre produit a une meilleure formulation et plus d'actifs. La qualité est vraiment supérieure.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,12,December,49,Tuesday,5.88,Courte (3-6 min),Standard,88,95,14,354,0,0,0,0,0,0,1.07,2.34,2,0,1,0,0,1,0,0,Confirmé,1,0,1,-1,6.87,0
CONV00144,REP023,CLI0037,2025-12-02,PHYTOFANE Lotion anti chute,Prix élevé,Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"Je comprends votre préoccupation. Cependant, PHYTOFANE Lotion anti chute contient des ingrédients de qualité pharmaceutique avec une concentration optimale. Le rapport qualité-prix est excellent car une boîte dure plus longtemps. De plus, nous proposons une marge attractive de 30% qui compense l'investissement.",Excellent,8.7,9.1,8.4,8.7,Neutre,339,Rendez-vous futur,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: Je comprends votre préoccupation. Cependant, PHYTOFANE Lotion anti chute contient des ingrédients de qualité pharmaceutique avec une concentration optimale. Le rapport qualité-prix est excellent car une boîte dure plus longtemps. De plus, nous proposons une marge attractive de 30% qui compense l'investissement.
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,12,December,49,Tuesday,5.65,Courte (3-6 min),Standard,84,312,42,577,1,1,0,0,0,2,3.67,7.3,3,1,0,1,1,0,0,0,Expert,2,1,1,0,8.68,0
CONV00046,REP015,CLI0020,2025-12-03,Omevie Omega 3 – 1000,Stock suffisant,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?",Excellent,8.6,9.1,8.3,8.7,Positif,240,Commande,"Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,12,December,49,Wednesday,4.0,Courte (3-6 min),Difficile,74,278,45,527,0,0,1,0,0,1,3.71,10.98,3,1,0,1,1,0,0,0,Expert,2,1,1,1,8.62,0
CONV00041,REP022,CLI0022,2025-12-04,Vitonic Tonus,Marque inconnue,Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.,Bon,7.2,6.2,6.9,6.8,Négatif,383,Intérêt Modéré,"Délégué: Bonjour, je viens vous présenter Vitonic Tonus. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,12,December,49,Thursday,6.38,Standard (6-10 min),Difficile,85,72,11,324,0,0,0,0,0,0,0.84,1.7,2,0,1,0,0,1,0,0,Confirmé,1,0,1,-1,6.76,0
CONV00065,REP001,CLI0147,2025-12-04,LV Fersang junior,Marque inconnue,Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.,Bon,6.7,7.9,5.5,6.7,Neutre,360,À rappeler,"Délégué: Bonjour, je viens vous présenter LV Fersang junior. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,12,December,49,Thursday,6.0,Standard (6-10 min),Difficile,85,72,11,328,0,0,0,0,0,0,0.84,1.8,2,0,1,0,0,1,0,0,Confirmé,1,0,0,0,6.52,0
CONV00035,REP013,CLI0085,2025-12-05,PHYTOFANE Lotion anti chute,Prix élevé,Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"Je comprends votre préoccupation. Cependant, PHYTOFANE Lotion anti chute contient des ingrédients de qualité pharmaceutique avec une concentration optimale. Le rapport qualité-prix est excellent car une boîte dure plus longtemps. De plus, nous proposons une marge attractive de 30% qui compense l'investissement.",Excellent,9.5,8.7,9.0,9.1,Positif,562,Rendez-vous futur,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: Je comprends votre préoccupation. Cependant, PHYTOFANE Lotion anti chute contient des ingrédients de qualité pharmaceutique avec une concentration optimale. Le rapport qualité-prix est excellent car une boîte dure plus longtemps. De plus, nous proposons une marge attractive de 30% qui compense l'investissement.
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,12,December,49,Friday,9.37,Standard (6-10 min),Standard,84,312,42,577,1,1,0,0,0,2,3.67,4.44,3,1,0,1,1,0,0,0,Expert,2,1,1,1,9.04,1
CONV00332,REP001,CLI0116,2025-12-06,LV Vitamine A,Effets Secondaires,J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.",Bon,6.3,7.5,6.0,6.6,Neutre,227,Intérêt Modéré,"Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,12,December,49,Saturday,3.78,Courte (3-6 min),Standard,78,76,13,321,0,0,0,0,0,0,0.96,3.35,2,0,1,0,0,1,0,0,Confirmé,1,0,1,0,6.52,0
CONV00063,REP024,CLI0124,2025-12-06,PHYTOFANE Lotion anti chute,Stock suffisant,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"D'accord, je peux repasser le mois prochain. Gardez notre produit en tête.",Bon,7.5,7.2,7.0,7.2,Positif,490,Intérêt Modéré,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: D'accord, je peux repasser le mois prochain. Gardez notre produit en tête.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,12,December,49,Saturday,8.17,Standard (6-10 min),Difficile,74,74,12,329,0,0,0,0,1,0,0.99,1.45,2,0,1,0,0,1,0,0,Confirmé,1,0,1,1,7.18,0
CONV00225,REP015,CLI0093,2025-12-07,Omevie Omega 3 – 1000,Prix élevé,Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"Je comprends votre préoccupation. Cependant, Omevie Omega 3 – 1000 contient des ingrédients de qualité pharmaceutique avec une concentration optimale. Le rapport qualité-prix est excellent car une boîte dure plus longtemps. De plus, nous proposons une marge attractive de 30% qui compense l'investissement.",Excellent,8.4,8.9,9.1,8.8,Neutre,172,Intérêt Fort,"Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: Je comprends votre préoccupation. Cependant, Omevie Omega 3 – 1000 contient des ingrédients de qualité pharmaceutique avec une concentration optimale. Le rapport qualité-prix est excellent car une boîte dure plus longtemps. De plus, nous proposons une marge attractive de 30% qui compense l'investissement.
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,12,December,49,Sunday,2.87,Très courte (<3 min),Standard,84,306,43,565,1,1,0,0,0,2,3.6,14.48,3,1,0,1,1,0,0,0,Expert,2,1,1,0,8.86,1
CONV00095,REP017,CLI0129,2025-12-07,OLIGOVIT Trio,Concurrence,Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Je connais bien ce produit concurrent. La différence principale est dans la formulation : OLIGOVIT Trio utilise une forme biodisponible brevetée qui garantit une absorption supérieure de 40%. Nos études comparatives montrent des résultats visibles plus rapidement. Je peux vous proposer un échantillon gratuit pour que vous puissiez constater la différence.,Excellent,9.8,9.9,9.9,9.9,Négatif,545,Intérêt Fort,"Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Je connais bien ce produit concurrent. La différence principale est dans la formulation : OLIGOVIT Trio utilise une forme biodisponible brevetée qui garantit une absorption supérieure de 40%. Nos études comparatives montrent des résultats visibles plus rapidement. Je peux vous proposer un échantillon gratuit pour que vous puissiez constater la différence.
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,12,December,49,Sunday,9.08,Standard (6-10 min),Standard,88,357,51,612,0,1,0,0,0,1,4.01,5.56,3,1,0,1,1,0,0,0,Expert,2,1,1,-1,9.88,1
CONV00251,REP010,CLI0147,2025-12-08,Omevie Omega 3 – 1000,Effets Secondaires,J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.",Bon,7.8,7.6,5.3,6.9,Neutre,559,À rappeler,"Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,12,December,50,Monday,9.32,Standard (6-10 min),Standard,78,76,13,329,0,0,0,0,0,0,0.96,1.38,2,0,1,0,0,1,0,0,Confirmé,1,0,0,0,6.61,0
CONV00308,REP008,CLI0215,2025-12-08,Omevie Omega 3 – 1000,Marque inconnue,Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?,Excellent,9.5,9.3,8.2,9.0,Négatif,408,Intérêt Fort,"Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,12,December,50,Monday,6.8,Standard (6-10 min),Difficile,85,391,59,651,1,0,1,0,1,2,4.55,8.55,3,1,0,1,1,0,0,0,Expert,2,1,1,-1,8.86,1
CONV00171,REP005,CLI0226,2025-12-09,"Echinacée, Zinc, Vit.C",Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,"Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.",Bon,6.8,6.1,5.1,6.0,Neutre,492,Demande info,"Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,12,December,50,Tuesday,8.2,Standard (6-10 min),Standard,92,97,17,365,0,1,0,0,0,1,1.04,2.05,2,0,1,0,0,1,0,0,Confirmé,1,0,1,0,5.82,0
CONV00300,REP015,CLI0003,2025-12-09,OLIGOVIT Trio,Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,Excellente question ! OLIGOVIT Trio a fait l'objet de plusieurs études cliniques. Je peux vous montrer les résultats publiés qui démontrent une amélioration de 75% des symptômes après 4 semaines. Nous avons également des témoignages de médecins prescripteurs. Puis-je vous laisser cette documentation scientifique ?,Excellent,8.1,8.5,8.2,8.3,Neutre,227,Commande,"Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Excellente question ! OLIGOVIT Trio a fait l'objet de plusieurs études cliniques. Je peux vous montrer les résultats publiés qui démontrent une amélioration de 75% des symptômes après 4 semaines. Nous avons également des témoignages de médecins prescripteurs. Puis-je vous laisser cette documentation scientifique ?
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,12,December,50,Tuesday,3.78,Courte (3-6 min),Standard,92,315,45,574,0,1,1,0,0,2,3.39,11.6,3,1,0,1,1,0,0,0,Expert,2,1,1,0,8.26,0
CONV00059,REP007,CLI0091,2025-12-10,LV CYSPROTECT,Concurrence,Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Je connais bien ce produit concurrent. La différence principale est dans la formulation : LV CYSPROTECT utilise une forme biodisponible brevetée qui garantit une absorption supérieure de 40%. Nos études comparatives montrent des résultats visibles plus rapidement. Je peux vous proposer un échantillon gratuit pour que vous puissiez constater la différence.,Excellent,9.2,9.8,9.1,9.4,Neutre,294,Rendez-vous futur,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Je connais bien ce produit concurrent. La différence principale est dans la formulation : LV CYSPROTECT utilise une forme biodisponible brevetée qui garantit une absorption supérieure de 40%. Nos études comparatives montrent des résultats visibles plus rapidement. Je peux vous proposer un échantillon gratuit pour que vous puissiez constater la différence.
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,12,December,50,Wednesday,4.9,Courte (3-6 min),Standard,88,357,51,612,0,1,0,0,0,1,4.01,10.2,3,1,0,1,1,0,0,0,Expert,2,1,1,0,9.34,1
CONV00062,REP009,CLI0079,2025-12-12,LV CYSPROTECT,Effets Secondaires,J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"LV CYSPROTECT est un complément alimentaire avec un excellent profil de sécurité. Les études cliniques n'ont montré aucun effet indésirable significatif. Les seules précautions sont les contre-indications classiques pour les femmes enceintes et les allergies aux composants, clairement indiquées sur la notice. Plus de 50 000 patients ont utilisé ce produit sans incident.",Excellent,8.4,8.2,9.1,8.6,Neutre,238,Rendez-vous futur,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: LV CYSPROTECT est un complément alimentaire avec un excellent profil de sécurité. Les études cliniques n'ont montré aucun effet indésirable significatif. Les seules précautions sont les contre-indications classiques pour les femmes enceintes et les allergies aux composants, clairement indiquées sur la notice. Plus de 50 000 patients ont utilisé ce produit sans incident.
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,12,December,50,Friday,3.97,Courte (3-6 min),Standard,78,372,53,617,0,1,0,0,0,1,4.71,13.02,3,1,0,1,1,0,0,0,Expert,2,1,1,0,8.65,0
CONV00029,REP017,CLI0126,2025-12-12,Omevie Omega 3 – 1000,Stock suffisant,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Pas de problème, je repasserai.",Faible,3.2,4.9,4.5,4.2,Neutre,583,Pas intéressé,"Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: Pas de problème, je repasserai.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2025,12,December,50,Friday,9.72,Standard (6-10 min),Difficile,74,31,5,280,0,0,0,0,0,0,0.41,0.51,2,0,0,0,0,0,1,1,À améliorer,0,0,0,0,4.3,0
CONV00228,REP003,CLI0093,2025-12-12,LV CYSPROTECT,Demande Faible,"Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.",Nous pouvons vous fournir des supports marketing pour augmenter la demande.,Bon,7.0,7.2,5.9,6.7,Négatif,246,Intérêt Modéré,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.
Délégué: Nous pouvons vous fournir des supports marketing pour augmenter la demande.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,12,December,50,Friday,4.1,Courte (3-6 min),Standard,83,75,11,325,0,0,0,0,0,0,0.89,2.62,2,0,1,0,0,1,0,0,Confirmé,1,0,1,-1,6.56,0
CONV00263,REP021,CLI0022,2025-12-13,Omevie Omega 3 – 1000,Stock suffisant,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"D'accord, je peux repasser le mois prochain. Gardez notre produit en tête.",Bon,7.4,6.6,6.9,7.0,Positif,403,Intérêt Modéré,"Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: D'accord, je peux repasser le mois prochain. Gardez notre produit en tête.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,12,December,50,Saturday,6.72,Standard (6-10 min),Difficile,74,74,12,323,0,0,0,0,1,0,0.99,1.76,2,0,1,0,0,1,0,0,Confirmé,1,0,1,1,6.94,0
CONV00334,REP021,CLI0188,2025-12-13,LV Vitamine A,Prix élevé,Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.",Bon,6.7,6.3,5.8,6.3,Positif,235,Demande info,"Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,12,December,50,Saturday,3.92,Courte (3-6 min),Standard,84,133,22,384,0,0,0,0,0,0,1.56,5.47,2,0,1,0,0,1,0,0,Confirmé,1,0,1,1,6.18,0
CONV00044,REP002,CLI0143,2025-12-13,LV CYSPROTECT,Concurrence,Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Notre marque est connue et fiable.,Faible,4.4,5.4,4.0,4.6,Négatif,589,Refus,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Notre marque est connue et fiable.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2025,12,December,50,Saturday,9.82,Standard (6-10 min),Standard,88,34,6,289,0,0,0,0,0,0,0.38,0.6,2,0,0,0,0,0,1,1,À améliorer,0,0,0,-1,4.52,0
