client_id,client_type,client_name,owner_name,specialty_type,specialty_macro,crm_segment,governorate,delegation,languages_list,primary_language,nb_languages,speaks_french,speaks_arabic,speaks_english,preferred_products_list,nb_preferred_products,is_multi_product,engagement_level,engagement_score_num,patients_per_month,patient_volume_category,total_visits,days_since_last_visit,recency_category,is_pharmacy,is_doctor,is_specialist
CLI0075,Pharmacie,Para-Pharmacie El Menzah,Amira Trabelsi,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Gabès,Matmata,"['Français', 'Arabe']",Français,2,1,1,0,"['Omevie Omega 3 – 1000', 'LV CYSPROTECT']",2,1,Faible,1,2241,Haute fréquentation,5,140,Urgence (>90j),1,0,0
CLI0086,Pharmacie,Pharmacie du Bonheur,Youssef Gharbi,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Gabès,Matmata,"['Français', 'Arabe']",Français,2,1,1,0,"['LV Sélénium A', 'C', 'E Anti-âge', 'Huile de Menthe', 'PHYTOFANE Lotion anti chute']",5,1,Faible,1,2399,Haute fréquentation,4,131,Urgence (>90j),1,0,0
CLI0106,Pharmacie,Pharmacie du Quartier,Fatma Sassi,Pharmacie de Quartier,Pharmacie,Pharmacie À Développer,Gabès,Mareth,['Français'],Français,1,1,0,0,"['Huile de Menthe', 'OLIGOVIT Trio', 'LV Psolcalm']",3,1,Faible,1,2682,Haute fréquentation,13,147,Urgence (>90j),1,0,0
CLI0112,Pharmacie,Pharmacie de l'Espoir,Youssef Hamdi,Pharmacie de Quartier,Pharmacie,Pharmacie À Développer,Gabès,Ghannouch,['Arabe'],Arabe,1,0,1,0,['PHYTOFANE Lotion anti chute'],1,0,Faible,1,2755,Haute fréquentation,10,93,Urgence (>90j),1,0,0
CLI0148,Pharmacie,Pharmacie du Bonheur,Ahmed Bouaziz,Parapharmacie,Pharmacie,Pharmacie À Développer,Gabès,Mareth,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,"['Echinacée', 'Zinc', 'Vit.C']",3,1,Faible,1,3037,Très haute fréquentation,16,66,À relancer (61-90j),1,0,0
CLI0002,Pharmacie,Pharmacie de la République,Rami Bouaziz,Pharmacie de Quartier,Pharmacie,Pharmacie À Développer,Manouba,El Batan,['Français'],Français,1,1,0,0,"['LV Fersang junior', 'Huile de Menthe']",2,1,Faible,1,2178,Haute fréquentation,5,37,Normal (31-60j),1,0,0
CLI0004,Pharmacie,Para-Pharmacie du Soleil,Amira Cherif,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Manouba,Den Den,['Arabe'],Arabe,1,0,1,0,"['Echinacée', 'Zinc', 'Vit.C', 'Vitonic Tonus', 'Hydra eau micellaire']",5,1,Faible,1,3295,Très haute fréquentation,8,173,Urgence (>90j),1,0,0
CLI0006,Pharmacie,Para-Pharmacie du Bonheur,Youssef Cherif,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Manouba,Mornaguia,['Arabe'],Arabe,1,0,1,0,"['LV Sélénium A', 'C', 'E Anti-âge', 'TC 2000 Nutractiva', 'LV Fersang junior']",5,1,Faible,1,1426,Fréquentation moyenne,8,171,Urgence (>90j),1,0,0
CLI0013,Pharmacie,Para-Pharmacie Ibn Sina,Amira Mansouri,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Manouba,Douar Hicher,['Arabe'],Arabe,1,0,1,0,"['Echinacée', 'Zinc', 'Vit.C', 'LV Psolcalm', 'PédiaKids Gelée royale']",5,1,Faible,1,2663,Haute fréquentation,16,84,À relancer (61-90j),1,0,0
CLI0027,Pharmacie,Para-Pharmacie El Menzah,Amira Sassi,Parapharmacie,Pharmacie,Pharmacie À Développer,Manouba,Den Den,['Français'],Français,1,1,0,0,"['LV Fersang Gélule', 'Omevie Omega 3 – 1000', 'LV CYSPROTECT']",3,1,Faible,1,3044,Très haute fréquentation,8,125,Urgence (>90j),1,0,0
CLI0037,Pharmacie,Para-Pharmacie de la République,Mohamed Trabelsi,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Manouba,Tebourba,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,"['LV Sélénium A', 'C', 'E Anti-âge', 'Echinacée', 'Zinc', 'Vit.C']",6,1,Faible,1,2738,Haute fréquentation,19,152,Urgence (>90j),1,0,0
CLI0039,Pharmacie,Pharmacie Nouvelle,Fatma Bouaziz,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Manouba,Mornaguia,"['Français', 'Arabe']",Français,2,1,1,0,['LV Fersang Gélule'],1,0,Faible,1,1317,Fréquentation moyenne,18,174,Urgence (>90j),1,0,0
CLI0054,Pharmacie,Para-Pharmacie de la République,Karim Ben Ali,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Manouba,Tebourba,['Arabe'],Arabe,1,0,1,0,"['Echinacée', 'Zinc', 'Vit.C', 'PHYTOFANE Lotion anti chute']",4,1,Faible,1,3206,Très haute fréquentation,23,87,À relancer (61-90j),1,0,0
CLI0056,Pharmacie,Pharmacie du Progrès,Sonia Abidi,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Manouba,Borj El Amri,"['Français', 'Arabe']",Français,2,1,1,0,"['Huile de Menthe', 'Echinacée', 'Zinc', 'Vit.C', 'Hydra eau micellaire']",5,1,Faible,1,2065,Haute fréquentation,4,123,Urgence (>90j),1,0,0
CLI0062,Pharmacie,Pharmacie de Nuit,Rami Ben Ali,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Manouba,Borj El Amri,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,"['LV Psolcalm', 'LV CYSPROTECT']",2,1,Faible,1,905,Fréquentation moyenne,3,44,Normal (31-60j),1,0,0
CLI0071,Pharmacie,Pharmacie Populaire,Fatma Bouaziz,Pharmacie de Quartier,Pharmacie,Pharmacie À Développer,Manouba,Mornaguia,['Français'],Français,1,1,0,0,"['Vitonic Tonus', 'PédiaKids Gelée royale', 'LV Fersang Gélule']",3,1,Faible,1,1329,Fréquentation moyenne,20,108,Urgence (>90j),1,0,0
CLI0085,Pharmacie,Pharmacie de la Liberté,Sonia Hamdi,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Manouba,Mornaguia,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,"['Echinacée', 'Zinc', 'Vit.C']",3,1,Faible,1,3388,Très haute fréquentation,21,142,Urgence (>90j),1,0,0
CLI0093,Pharmacie,Para-Pharmacie Carthage,Ahmed Gharbi,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Manouba,Mornaguia,['Français'],Français,1,1,0,0,"['LV Fersang junior', 'PédiaKids Gelée royale', 'LV Fersang Gélule']",3,1,Faible,1,2109,Haute fréquentation,14,181,Urgence (>90j),1,0,0
CLI0107,Pharmacie,Para-Pharmacie de la Santé,Karim Bouaziz,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Manouba,Mornaguia,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,['TC 2000 Nutractiva'],1,0,Faible,1,3095,Très haute fréquentation,12,81,À relancer (61-90j),1,0,0
CLI0126,Pharmacie,Pharmacie Ibn Sina,Nadia Cherif,Pharmacie de Quartier,Pharmacie,Pharmacie À Développer,Manouba,El Batan,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,"['PédiaKids Gelée royale', 'Omevie Omega 3 – 1000', 'Hydra eau micellaire']",3,1,Faible,1,2242,Haute fréquentation,7,54,Normal (31-60j),1,0,0
CLI0144,Pharmacie,Para-Pharmacie Populaire,Ahmed Abidi,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Manouba,Oued Ellil,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,"['TC 2000 Nutractiva', 'LV Sélénium A', 'C', 'E Anti-âge']",4,1,Faible,1,2804,Haute fréquentation,23,146,Urgence (>90j),1,0,0
CLI0021,Pharmacie,Para-Pharmacie de Garde,Sonia Mansouri,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Monastir,Zéramdine,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,"['OLIGOVIT Trio', 'LV Fersang Gélule']",2,1,Faible,1,2238,Haute fréquentation,19,175,Urgence (>90j),1,0,0
CLI0038,Pharmacie,Para-Pharmacie du Soleil,Sonia Trabelsi,Pharmacie de Quartier,Pharmacie,Pharmacie À Développer,Monastir,Bembla,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,"['Echinacée', 'Zinc', 'Vit.C', 'TC 2000 Nutractiva']",4,1,Faible,1,1584,Haute fréquentation,18,66,À relancer (61-90j),1,0,0
CLI0047,Pharmacie,Para-Pharmacie Populaire,Mohamed Mansouri,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Monastir,Sayada-Lamta-Bou Hajar,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,"['Echinacée', 'Zinc', 'Vit.C']",3,1,Faible,1,918,Fréquentation moyenne,22,172,Urgence (>90j),1,0,0
CLI0066,Pharmacie,Pharmacie de Garde,Ahmed Trabelsi,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Monastir,Jemmal,['Arabe'],Arabe,1,0,1,0,"['OLIGOVIT Trio', 'LV Fersang junior']",2,1,Faible,1,3202,Très haute fréquentation,20,154,Urgence (>90j),1,0,0
CLI0070,Pharmacie,Para-Pharmacie du Centre,Karim Mansouri,Parapharmacie,Pharmacie,Pharmacie À Développer,Monastir,Ksibet El-Médiouni,['Arabe'],Arabe,1,0,1,0,['Vitonic Tonus'],1,0,Faible,1,2958,Haute fréquentation,12,181,Urgence (>90j),1,0,0
CLI0095,Pharmacie,Para-Pharmacie Populaire,Youssef Abidi,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Monastir,Sahline,['Arabe'],Arabe,1,0,1,0,"['Hydra eau micellaire', 'LV Psolcalm', 'LV CYSPROTECT']",3,1,Faible,1,1325,Fréquentation moyenne,23,152,Urgence (>90j),1,0,0
CLI0149,Pharmacie,Para-Pharmacie de Garde,Ahmed Khelifi,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Monastir,Bembla,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,['TC 2000 Nutractiva'],1,0,Faible,1,3299,Très haute fréquentation,16,172,Urgence (>90j),1,0,0
CLI0174,Cabinet Médical,Pr. Mehdi Hammami,Pr. Mehdi Hammami,Médecine Générale,Médecine Générale,Médecin À Conquérir,Nabeul,Grombalia,['Français'],Français,1,1,0,0,"['LV Psolcalm', 'Echinacée', 'Zinc', 'Vit.C']",4,1,Faible,1,688,Cabinet très actif,2,79,À relancer (61-90j),0,1,0
CLI0008,Pharmacie,Pharmacie El Menzah,Leila Gharbi,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Nabeul,Béni Khalled,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,['LV CYSPROTECT'],1,0,Faible,1,2059,Haute fréquentation,4,72,À relancer (61-90j),1,0,0
CLI0022,Pharmacie,Para-Pharmacie de la Liberté,Ahmed Abidi,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Nabeul,Béni Khiar,['Arabe'],Arabe,1,0,1,0,"['LV Vitamine A', 'Echinacée', 'Zinc', 'Vit.C']",4,1,Faible,1,2377,Haute fréquentation,9,158,Urgence (>90j),1,0,0
CLI0028,Pharmacie,Para-Pharmacie du Progrès,Sonia Bouaziz,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Nabeul,El Mida,['Arabe'],Arabe,1,0,1,0,['Vitonic Tonus'],1,0,Faible,1,3012,Très haute fréquentation,7,31,Normal (31-60j),1,0,0
CLI0034,Pharmacie,Pharmacie de Nuit,Rami Ben Ali,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Nabeul,Béni Khalled,['Français'],Français,1,1,0,0,"['LV Sélénium A', 'C', 'E Anti-âge']",3,1,Faible,1,851,Fréquentation moyenne,18,118,Urgence (>90j),1,0,0
CLI0044,Pharmacie,Para-Pharmacie de la République,Ahmed Abidi,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Nabeul,Hammamet,['Français'],Français,1,1,0,0,"['LV Vitamine A', 'LV Psolcalm', 'OLIGOVIT Trio']",3,1,Faible,1,1737,Haute fréquentation,21,183,Urgence (>90j),1,0,0
CLI0065,Pharmacie,Para-Pharmacie Monplaisir,Ahmed Sassi,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Nabeul,Grombalia,['Français'],Français,1,1,0,0,"['LV Fersang junior', 'Huile de Menthe', 'LV Sélénium A', 'C', 'E Anti-âge']",5,1,Faible,1,2657,Haute fréquentation,16,113,Urgence (>90j),1,0,0
CLI0076,Pharmacie,Pharmacie de l'Espoir,Rami Sassi,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Nabeul,Dar Chaabane El Fehri,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,['Huile de Menthe'],1,0,Faible,1,2642,Haute fréquentation,23,157,Urgence (>90j),1,0,0
CLI0102,Pharmacie,Para-Pharmacie Avicenne,Amira Sassi,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Nabeul,Dar Chaabane El Fehri,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,['TC 2000 Nutractiva'],1,0,Faible,1,3084,Très haute fréquentation,7,104,Urgence (>90j),1,0,0
CLI0122,Pharmacie,Pharmacie Populaire,Nadia Khelifi,Parapharmacie,Pharmacie,Pharmacie À Développer,Nabeul,Korba,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,"['PédiaKids Gelée royale', 'LV CYSPROTECT']",2,1,Faible,1,1036,Fréquentation moyenne,16,154,Urgence (>90j),1,0,0
CLI0124,Pharmacie,Pharmacie Carthage,Ahmed Khelifi,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Nabeul,Nabeul,['Français'],Français,1,1,0,0,"['Huile de Menthe', 'PHYTOFANE Lotion anti chute', 'LV Fersang Gélule']",3,1,Faible,1,2359,Haute fréquentation,20,130,Urgence (>90j),1,0,0
CLI0020,Pharmacie,Pharmacie de la Santé,Fatma Gharbi,Parapharmacie,Pharmacie,Pharmacie À Développer,Sfax,El Hencha,['Arabe'],Arabe,1,0,1,0,"['LV Fersang junior', 'LV Sélénium A', 'C', 'E Anti-âge', 'LV Vitamine A']",5,1,Faible,1,1816,Haute fréquentation,8,79,À relancer (61-90j),1,0,0
CLI0024,Pharmacie,Para-Pharmacie de l'Étoile,Fatma Abidi,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Sfax,Menzel Chaker,['Arabe'],Arabe,1,0,1,0,"['OLIGOVIT Trio', 'Huile de Menthe', 'Omevie Omega 3 – 1000']",3,1,Faible,1,1660,Haute fréquentation,21,121,Urgence (>90j),1,0,0
CLI0030,Pharmacie,Pharmacie Ibn Sina,Sonia Bouaziz,Parapharmacie,Pharmacie,Pharmacie À Développer,Sfax,El Amra,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,"['PédiaKids Gelée royale', 'LV Vitamine A', 'LV Sélénium A', 'C', 'E Anti-âge']",5,1,Faible,1,1476,Fréquentation moyenne,7,130,Urgence (>90j),1,0,0
CLI0035,Pharmacie,Para-Pharmacie de l'Espoir,Nadia Khelifi,Pharmacie de Quartier,Pharmacie,Pharmacie À Développer,Sfax,Sakiet Eddaïer,['Arabe'],Arabe,1,0,1,0,['LV Psolcalm'],1,0,Faible,1,1154,Fréquentation moyenne,17,82,À relancer (61-90j),1,0,0
CLI0057,Pharmacie,Pharmacie El Menzah,Nadia Cherif,Parapharmacie,Pharmacie,Pharmacie À Développer,Sfax,Sakiet Eddaïer,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,"['LV Fersang junior', 'Hydra eau micellaire']",2,1,Faible,1,2008,Haute fréquentation,6,97,Urgence (>90j),1,0,0
CLI0068,Pharmacie,Pharmacie de l'Espoir,Karim Ben Ali,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Sfax,El Amra,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,"['OLIGOVIT Trio', 'LV Sélénium A', 'C', 'E Anti-âge', 'LV Fersang junior']",5,1,Faible,1,825,Fréquentation moyenne,7,57,Normal (31-60j),1,0,0
CLI0133,Pharmacie,Pharmacie de l'Étoile,Rami Hamdi,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Sfax,Agareb,['Français'],Français,1,1,0,0,"['Hydra eau micellaire', 'Echinacée', 'Zinc', 'Vit.C', 'LV Sélénium A', 'C', 'E Anti-âge']",7,1,Faible,1,1431,Fréquentation moyenne,25,108,Urgence (>90j),1,0,0
CLI0135,Pharmacie,Para-Pharmacie du Centre,Youssef Trabelsi,Pharmacie de Quartier,Pharmacie,Pharmacie À Développer,Sfax,Sfax Ville,"['Français', 'Arabe']",Français,2,1,1,0,"['Omevie Omega 3 – 1000', 'Hydra eau micellaire']",2,1,Faible,1,1368,Fréquentation moyenne,12,79,À relancer (61-90j),1,0,0
CLI0136,Pharmacie,Para-Pharmacie de Nuit,Ahmed Cherif,Pharmacie de Quartier,Pharmacie,Pharmacie À Développer,Sfax,Sfax Sud,['Français'],Français,1,1,0,0,"['LV Vitamine A', 'LV Sélénium A', 'C', 'E Anti-âge']",4,1,Faible,1,2675,Haute fréquentation,7,38,Normal (31-60j),1,0,0
CLI0050,Pharmacie,Pharmacie du Bonheur,Youssef Mansouri,Parapharmacie,Pharmacie,Pharmacie À Développer,Sousse,Enfidha,"['Français', 'Arabe']",Français,2,1,1,0,['Omevie Omega 3 – 1000'],1,0,Faible,1,2381,Haute fréquentation,23,180,Urgence (>90j),1,0,0
CLI0051,Pharmacie,Para-Pharmacie Monplaisir,Nadia Khelifi,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Sousse,Kalâa Kebira,"['Français', 'Arabe']",Français,2,1,1,0,"['Echinacée', 'Zinc', 'Vit.C', 'LV Sélénium A', 'C', 'E Anti-âge', 'OLIGOVIT Trio']",7,1,Faible,1,2723,Haute fréquentation,13,78,À relancer (61-90j),1,0,0
CLI0060,Pharmacie,Pharmacie du Centre,Ahmed Khelifi,Parapharmacie,Pharmacie,Pharmacie À Développer,Sousse,Ksibet Thrayet,['Français'],Français,1,1,0,0,['OLIGOVIT Trio'],1,0,Faible,1,2621,Haute fréquentation,14,71,À relancer (61-90j),1,0,0
CLI0073,Pharmacie,Para-Pharmacie Monplaisir,Sonia Hamdi,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Sousse,Akouda,"['Français', 'Arabe']",Français,2,1,1,0,['PédiaKids Gelée royale'],1,0,Faible,1,1707,Haute fréquentation,8,96,Urgence (>90j),1,0,0
CLI0074,Pharmacie,Pharmacie de la Santé,Ahmed Gharbi,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Sousse,Kalâa Seghira,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,"['LV Psolcalm', 'TC 2000 Nutractiva']",2,1,Faible,1,1525,Haute fréquentation,18,171,Urgence (>90j),1,0,0
CLI0087,Pharmacie,Pharmacie Populaire,Rami Cherif,Pharmacie de Quartier,Pharmacie,Pharmacie À Développer,Sousse,Bouficha,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,['LV Psolcalm'],1,0,Faible,1,2703,Haute fréquentation,23,133,Urgence (>90j),1,0,0
CLI0089,Pharmacie,Pharmacie de Nuit,Leila Hamdi,Parapharmacie,Pharmacie,Pharmacie À Développer,Sousse,Kondar,['Arabe'],Arabe,1,0,1,0,"['Echinacée', 'Zinc', 'Vit.C']",3,1,Faible,1,2304,Haute fréquentation,11,143,Urgence (>90j),1,0,0
CLI0099,Pharmacie,Para-Pharmacie El Menzah,Leila Sassi,Parapharmacie,Pharmacie,Pharmacie À Développer,Sousse,Kalâa Seghira,['Arabe'],Arabe,1,0,1,0,['PHYTOFANE Lotion anti chute'],1,0,Faible,1,1815,Haute fréquentation,6,47,Normal (31-60j),1,0,0
CLI0108,Pharmacie,Para-Pharmacie de la Liberté,Karim Trabelsi,Pharmacie de Quartier,Pharmacie,Pharmacie À Développer,Sousse,Sidi Bou Ali,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,"['PHYTOFANE Lotion anti chute', 'Hydra eau micellaire', 'LV Fersang junior']",3,1,Faible,1,3006,Très haute fréquentation,20,80,À relancer (61-90j),1,0,0
CLI0110,Pharmacie,Pharmacie Populaire,Ahmed Abidi,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Sousse,Sidi El Hani,"['Français', 'Arabe']",Français,2,1,1,0,"['LV Fersang Gélule', 'PHYTOFANE Lotion anti chute', 'LV Vitamine A']",3,1,Faible,1,2426,Haute fréquentation,8,137,Urgence (>90j),1,0,0
CLI0114,Pharmacie,Pharmacie El Menzah,Amira Gharbi,Pharmacie de Quartier,Pharmacie,Pharmacie À Développer,Sousse,Bouficha,['Arabe'],Arabe,1,0,1,0,['PédiaKids Gelée royale'],1,0,Faible,1,1813,Haute fréquentation,22,185,Urgence (>90j),1,0,0
CLI0118,Pharmacie,Pharmacie de la Victoire,Youssef Sassi,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Sousse,Kalâa Kebira,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,"['PédiaKids Gelée royale', 'LV Sélénium A', 'C', 'E Anti-âge']",4,1,Faible,1,2696,Haute fréquentation,20,183,Urgence (>90j),1,0,0
CLI0129,Pharmacie,Para-Pharmacie du Lac,Leila Hamdi,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Sousse,Kondar,['Arabe'],Arabe,1,0,1,0,"['LV Sélénium A', 'C', 'E Anti-âge']",3,1,Faible,1,3477,Très haute fréquentation,4,177,Urgence (>90j),1,0,0
CLI0137,Pharmacie,Para-Pharmacie du Centre,Rami Gharbi,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Sousse,Zaouiet Sousse,['Arabe'],Arabe,1,0,1,0,"['Echinacée', 'Zinc', 'Vit.C', 'LV CYSPROTECT']",4,1,Faible,1,1527,Haute fréquentation,13,112,Urgence (>90j),1,0,0
CLI0140,Pharmacie,Pharmacie Populaire,Sonia Cherif,Parapharmacie,Pharmacie,Pharmacie À Développer,Sousse,Akouda,['Français'],Français,1,1,0,0,['LV Fersang junior'],1,0,Faible,1,2158,Haute fréquentation,6,121,Urgence (>90j),1,0,0
CLI0018,Pharmacie,Para-Pharmacie de Garde,Karim Ben Ali,Pharmacie de Quartier,Pharmacie,Pharmacie À Développer,Tunis,La Medina,"['Français', 'Arabe']",Français,2,1,1,0,"['PédiaKids Gelée royale', 'LV Vitamine A']",2,1,Faible,1,2609,Haute fréquentation,25,152,Urgence (>90j),1,0,0
CLI0053,Pharmacie,Para-Pharmacie de Nuit,Mohamed Bouaziz,Pharmacie de Quartier,Pharmacie,Pharmacie À Développer,Tunis,Carthage,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,"['LV Fersang Gélule', 'LV Sélénium A', 'C', 'E Anti-âge', 'TC 2000 Nutractiva']",5,1,Faible,1,1496,Fréquentation moyenne,5,55,Normal (31-60j),1,0,0
CLI0061,Pharmacie,Para-Pharmacie Carthage,Ahmed Khelifi,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Tunis,Ezzouhour,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,"['Vitonic Tonus', 'LV Fersang junior', 'LV Psolcalm']",3,1,Faible,1,2166,Haute fréquentation,7,73,À relancer (61-90j),1,0,0
CLI0072,Pharmacie,Pharmacie de la République,Ahmed Cherif,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Tunis,Ezzouhour,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,"['Hydra eau micellaire', 'LV Psolcalm']",2,1,Faible,1,1271,Fréquentation moyenne,3,114,Urgence (>90j),1,0,0
CLI0077,Pharmacie,Pharmacie de Nuit,Leila Trabelsi,Parapharmacie,Pharmacie,Pharmacie À Développer,Tunis,Hrairia,['Français'],Français,1,1,0,0,['Huile de Menthe'],1,0,Faible,1,2946,Haute fréquentation,22,144,Urgence (>90j),1,0,0
CLI0081,Pharmacie,Para-Pharmacie de l'Étoile,Sonia Khelifi,Pharmacie de Quartier,Pharmacie,Pharmacie À Développer,Tunis,Ezzouhour,['Arabe'],Arabe,1,0,1,0,"['OLIGOVIT Trio', 'TC 2000 Nutractiva']",2,1,Faible,1,2067,Haute fréquentation,9,131,Urgence (>90j),1,0,0
CLI0098,Pharmacie,Para-Pharmacie du Progrès,Karim Khelifi,Pharmacie de Quartier,Pharmacie,Pharmacie À Développer,Tunis,Hrairia,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,"['Vitonic Tonus', 'Huile de Menthe']",2,1,Faible,1,2600,Haute fréquentation,18,117,Urgence (>90j),1,0,0
CLI0103,Pharmacie,Pharmacie du Quartier,Leila Khelifi,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Tunis,Carthage,['Français'],Français,1,1,0,0,"['TC 2000 Nutractiva', 'Echinacée', 'Zinc', 'Vit.C']",4,1,Faible,1,3311,Très haute fréquentation,8,92,Urgence (>90j),1,0,0
CLI0109,Pharmacie,Pharmacie du Progrès,Sonia Ben Ali,Pharmacie de Quartier,Pharmacie,Pharmacie À Développer,Tunis,Sidi El Béchir,['Arabe'],Arabe,1,0,1,0,"['OLIGOVIT Trio', 'Omevie Omega 3 – 1000']",2,1,Faible,1,821,Fréquentation moyenne,8,151,Urgence (>90j),1,0,0
CLI0120,Pharmacie,Pharmacie Principale,Amira Mansouri,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Tunis,Bab Souika,['Français'],Français,1,1,0,0,"['TC 2000 Nutractiva', 'LV Psolcalm', 'OLIGOVIT Trio']",3,1,Faible,1,1759,Haute fréquentation,13,158,Urgence (>90j),1,0,0
CLI0134,Pharmacie,Para-Pharmacie Nouvelle,Karim Trabelsi,Parapharmacie,Pharmacie,Pharmacie À Développer,Tunis,El Omrane,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,"['PédiaKids Gelée royale', 'LV Fersang junior']",2,1,Faible,1,1223,Fréquentation moyenne,5,17,Récent (≤30j),1,0,0
CLI0150,Pharmacie,Para-Pharmacie de la Victoire,Karim Abidi,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Tunis,El Menzah,['Arabe'],Arabe,1,0,1,0,['LV Psolcalm'],1,0,Faible,1,2907,Haute fréquentation,6,184,Urgence (>90j),1,0,0
