name,forme,classe,categories_list,primary_category,category_count,indications,infos_produit,indication_count,is_complete,avatar_priority_score,url,image_url
Pédiakids Crème pour le change 90gr,Crème,Crème Pour La Peau,"['Erythèmes', 'soin bébé']",Erythèmes,2,Information non disponible,Tube de 90 gr,0,0,0.5,https://vital.com.tn/products/pediakids-creme-pour-le-change-90gr/,https://vital.com.tn/wp-content/uploads/2022/09/pediakidscremepourlechange-90gr.png
Pédiakids Oméga 3,Sirop,Complément alimentaire,"['Concentration', 'Développement cérébral']",Concentration,2,Information non disponible,Flacon de 90 ml,0,0,0.5,https://vital.com.tn/products/pediakids-omega-3/,https://vital.com.tn/wp-content/uploads/2017/08/Pediakids-omega-3.png
Planthiol Sirop,Gélule,Complément alimentaire,"['Immunité', 'Toux grasse']",Immunité,2,Information non disponible,Flacon de 150 ml,0,0,0.5,https://vital.com.tn/products/planthiol/,https://vital.com.tn/wp-content/uploads/2017/08/Planthiol-Sirop.png
LV Crème Dalibour,Crème,Crème Pour Usage Externe,"['Cicatrices', 'Peau']",Cicatrices,2,Information non disponible,Tube de 40 gr,0,0,0.5,https://vital.com.tn/products/creme-dalibour/,https://vital.com.tn/wp-content/uploads/2017/08/Dalibour-creme-packaging.png
Amincissant Actif,Gélule,Complément alimentaire,"['Elimination des graisses', 'Ventre plat']",Elimination des graisses,2,Information non disponible,Boite de 30 gélules,0,0,0.5,https://vital.com.tn/products/amincissant-actif/,https://vital.com.tn/wp-content/uploads/2017/05/Amincissant-Actif.png
Magnésium,Gélule,Complément alimentaire,"['Fatigue', 'Stress']",Fatigue,2,Information non disponible,Boite de 60 gélules,0,0,0.5,https://vital.com.tn/products/magnesium/,https://vital.com.tn/wp-content/uploads/2019/05/Magnesium-2.png
LV Cysprotect,Gélule,Complément alimentaire,"['Cystites', 'Infection urinaire']",Cystites,2,Information non disponible,Boite de 30 gélules,0,0,0.5,https://vital.com.tn/products/cysprorect/,https://vital.com.tn/wp-content/uploads/2017/08/Cysprotect.png
LV Fersang Gélule,Gélule,Complément alimentaire,"['Anémie', 'Carence en Fer']",Anémie,2,Information non disponible,Boite de 60 gélules,0,0,0.5,https://vital.com.tn/products/fersang-2/,https://vital.com.tn/wp-content/uploads/2017/08/Fersang-gelules.png
Pédiakids Crème pour le change,Crème,Crème Pour La Peau,"['soin bébé', 'Erythèmes']",soin bébé,2,Information non disponible,Tube de 40 gr,0,0,0.5,https://vital.com.tn/products/pediakids-creme/,https://vital.com.tn/wp-content/uploads/2017/08/creme-pour-le-change.png
Vitonic Examens,Gélule,Complément alimentaire,"['Concentration', 'Fatigue intellectuelle']",Concentration,2,Information non disponible,Boite de 45 gélules,0,0,0.5,https://vital.com.tn/products/vitonic-examens-2/,https://vital.com.tn/wp-content/uploads/2017/08/VITONIC-examens.png
Pollen d’abeilles,Gélule,Complément alimentaire,"['Cheveux', 'Peau']",Cheveux,2,Information non disponible,Boite de 60 gélules,0,0,0.5,https://vital.com.tn/products/pollen-dabeilles/,https://vital.com.tn/wp-content/uploads/2017/08/Pollen.png
Grossivit Sirop bébé et enfant,Sirop,Complément alimentaire,"['Appétit', 'Prise de poids']",Appétit,2,Information non disponible,Flacon de 250 ml,0,0,0.5,https://vital.com.tn/products/grossivit-bebe-enfant/,https://vital.com.tn/wp-content/uploads/2019/05/Grossivit-bebe-et-enfant.png
Plantex,Gélule,Autre,"['Grippe', 'Rhume']",Grippe,2,Information non disponible,Une boîte de 30 Gélules : Formule Jour et formule Nuit,0,0,0.5,https://vital.com.tn/products/plantex-3/,https://vital.com.tn/wp-content/uploads/2017/08/Plantex.png
Planthiol Gélule,Gélule,Complément alimentaire,"['Immunité', 'Toux grasse']",Immunité,2,Information non disponible,Boite de 15 gélules,0,0,0.5,https://vital.com.tn/products/planthiol-gelule/,https://vital.com.tn/wp-content/uploads/2017/08/Planthiol.png
Stimul plus,Gélule,Complément alimentaire,"['Fatigue sexuelle', 'Baisse de la libido']",Fatigue sexuelle,2,Information non disponible,Boite de 30 gélules,0,0,0.5,https://vital.com.tn/products/stimul-plus-2/,https://vital.com.tn/wp-content/uploads/2017/08/stimulplus-1.png
Ventre Ultra Plat,Gélule,Complément alimentaire,"['Coupe faim', 'Ventre plat']",Coupe faim,2,Information non disponible,Boite de 30 gélules,0,0,0.5,https://vital.com.tn/products/ventre-ultra-plat/,https://vital.com.tn/wp-content/uploads/2017/08/ventre-ultra-plat.png
Plantexil Sirop,Sirop,Complément alimentaire,"['Immunité', 'Toux sèche']",Immunité,2,Information non disponible,Flacon de 150 ml,0,0,0.5,https://vital.com.tn/products/plantexil/,https://vital.com.tn/wp-content/uploads/2017/08/Plantexil-sirop.png
"LV Sélénium A, C, E + Gelée Royale",Gélule,Complément alimentaire,"['Anti-âge', 'Immunité']",Anti-âge,2,Information non disponible,Boite de 30 gélules,0,0,0.5,https://vital.com.tn/products/selenium-a-c-e-gelee-royale/,https://vital.com.tn/wp-content/uploads/2017/08/Selenium.png
Vitonic Tonus +,Gélule,Complément alimentaire,"['Fatigue intellectuelle', 'Revitalisant']",Fatigue intellectuelle,2,Information non disponible,1 boite de 60 gélules - 30 gélules formule jour - 30 gélules formule nuit,0,0,0.5,https://vital.com.tn/products/vitonic-tonus-5/,https://vital.com.tn/wp-content/uploads/2017/08/VITONIC-tonus-2.png
Gelée Royale sachet,Sachet,Complément alimentaire,"['Immunité', 'Fortifiant']",Immunité,2,Information non disponible,20 sachets,0,0,0.5,https://vital.com.tn/products/gelee-royale-sachet/,https://vital.com.tn/wp-content/uploads/2017/05/Gelee-royale-ampoule.png
Gelée Royale Gélule,Gélule,Complément alimentaire,"['Immunité', 'Fortifiant']",Immunité,2,Information non disponible,Boite de 30 gélules / 20 ampoules,0,0,0.5,https://vital.com.tn/products/gelee-royale-5/,https://vital.com.tn/wp-content/uploads/2017/05/gelee-royale.png
Dermalo,Savon,Savon Dermatologique,"['Antiseptique', 'Eczéma']",Antiseptique,2,Information non disponible,Savon de 100 gr,0,0,0.5,https://vital.com.tn/products/dermalo-3/,https://vital.com.tn/wp-content/uploads/2017/05/Dermalo-1.png
Guarana,Gélule,Complément alimentaire,"['Brûle graisses', 'Fatigue']",Brûle graisses,2,Information non disponible,Boite de 30 gélules,0,0,0.5,https://vital.com.tn/products/guarana-4/,https://vital.com.tn/wp-content/uploads/2017/08/guarana-1.png
DERMADOUCE,Savon,Savon Dermatologique,"['Exfoliant', 'Peau']",Exfoliant,2,Information non disponible,Savon de 90 gr,0,0,0.5,https://vital.com.tn/products/derma-douce/,https://vital.com.tn/wp-content/uploads/2017/05/Dermadouce-1-1.png
LV PhytoVeine Gélule,Gélule,Complément alimentaire,"['Jambes lourdes', 'Varices']",Jambes lourdes,2,Information non disponible,Boite de 60 gélules,0,0,0.5,https://vital.com.tn/products/phytoveine-3/,https://vital.com.tn/wp-content/uploads/2017/08/Phytoveine.png
LV Lanorose,Crème,Crème Pour Usage Externe,"['Allaitement', ""Protection de l'aréole mammaire""]",Allaitement,2,Information non disponible,Tube de 35 gr,0,0,0.5,https://vital.com.tn/products/lanorose-3/,https://vital.com.tn/wp-content/uploads/2017/08/Lanorose.png
Plantexil Gélule,Gélule,Autre,"['Immunité', 'Toux sèche']",Immunité,2,Information non disponible,Boite de 15 gélules,0,0,0.5,https://vital.com.tn/products/plantexil-gelule/,https://vital.com.tn/wp-content/uploads/2017/08/Plantexil.png
Dermasoufre,Savon,Savon Dermatologique,"['Antiseptique', 'Peau']",Antiseptique,2,Information non disponible,Savon de 90 gr,0,0,0.5,https://vital.com.tn/products/dermasoufre-2/,https://vital.com.tn/wp-content/uploads/2017/05/Dermadouce-1.png
Mémoire et Concentration,Gélule,Complément alimentaire,"['Concentration', 'Mémoire']",Concentration,2,Information non disponible,Boite de 30 gélules,0,0,0.5,https://vital.com.tn/products/memoire-et-concentration-4/,https://vital.com.tn/wp-content/uploads/2017/08/memoire-et-concentration-1.png
Pédiakids COLIGAZ,Gouttes,Complément alimentaire,['Ballonnement et gaz'],Ballonnement et gaz,1,Information non disponible,Flacon de 35 ml,0,0,0.25,https://vital.com.tn/products/pediakids-coligaz/,https://vital.com.tn/wp-content/uploads/2017/08/Coligaz.png
Pédiakids trio,Forme non spécifiée,Autre,['Immunité'],Immunité,1,Information non disponible,Non spécifié,0,0,0.25,https://vital.com.tn/products/pediakids-trio-2/,https://vital.com.tn/wp-content/uploads/2021/09/pediakids-trio.png
Vitonic Tonus,Gélule,Complément alimentaire,['Revitalisant'],Revitalisant,1,Information non disponible,1 boite de 30 gélules,0,0,0.25,https://vital.com.tn/products/vitonic-tonus-2-2/,https://vital.com.tn/wp-content/uploads/2017/08/VITONIC-tonus-1.png
Vitonic Grossesse,Gélule,Complément alimentaire,['Grossesse'],Grossesse,1,Information non disponible,Boite de 30 gélules,0,0,0.25,https://vital.com.tn/products/vitonic-grossesse-2/,https://vital.com.tn/wp-content/uploads/2017/08/VITONIC-grossesse.png
Pédiakids Calcium & Vit. D3,Sirop,Complément alimentaire,['Ossature'],Ossature,1,Information non disponible,Flacon de 150 ml,0,0,0.25,https://vital.com.tn/products/calcium-vit-d3/,https://vital.com.tn/wp-content/uploads/2017/08/Calcium.png
Vitonic DIAB,Gélule,Complément alimentaire,['Diabète'],Diabète,1,Information non disponible,Boite de 30 gélules,0,0,0.25,https://vital.com.tn/products/vitonic-diab-3/,https://vital.com.tn/wp-content/uploads/2017/08/Vitonic-Diab.png
PédiaKids Gelée royale Pollen Propolis,Sirop,Complément alimentaire,['Immunité'],Immunité,1,Information non disponible,Flacon de 150 ml,0,0,0.25,https://vital.com.tn/products/gelee-royale-2/,https://vital.com.tn/wp-content/uploads/2017/08/Gelee-Royale.png
DermaGyn,Gel,Savon Dermatologique,['Hygiène Intime'],Hygiène Intime,1,Information non disponible,Savon de 90 gr,0,0,0.25,https://vital.com.tn/products/dermagyn/,https://vital.com.tn/wp-content/uploads/2017/08/Dermagyn.png
Vitonic Allaitement,Gélule,Complément alimentaire,['Allaitement'],Allaitement,1,Information non disponible,Boite de 45 gélules,0,0,0.25,https://vital.com.tn/products/vitonic-allaitement-2/,https://vital.com.tn/wp-content/uploads/2017/08/VITONIC-allaitement.png
Pédiakids Sommeil Calme,Sirop,Complément alimentaire,['Troubles de sommeil'],Troubles de sommeil,1,Information non disponible,Flacon de 150 ml,0,0,0.25,https://vital.com.tn/products/pediakids-sommeil-calme/,https://vital.com.tn/wp-content/uploads/2017/08/Sommeil-calme.png
LV Normaprost,Gélule,Complément alimentaire,['Prostate'],Prostate,1,Information non disponible,Boite de 60 gélules,0,0,0.25,https://vital.com.tn/products/normaprost/,https://vital.com.tn/wp-content/uploads/2017/08/Normaprost.png
ARGIDERM,Savon,Savon Dermatologique,['Antiseptique'],Antiseptique,1,Information non disponible,Savon de 90 gr,0,0,0.25,https://vital.com.tn/products/argiderm-3/,https://vital.com.tn/wp-content/uploads/2017/05/Argiderm-1.png
Vitonic Conception,Gélule,Complément alimentaire,['Fertilité féminine'],Fertilité féminine,1,Information non disponible,Boite de 30 gélules,0,0,0.25,https://vital.com.tn/products/vitonic-conception-3/,https://vital.com.tn/wp-content/uploads/2017/08/VITONIC-conception-1.png
Lécithine de Soja,Gélule,Complément alimentaire,['Cholestérol'],Cholestérol,1,Information non disponible,Boite de 45 gélules,0,0,0.25,https://vital.com.tn/products/lecithine-de-soja-2/,https://vital.com.tn/wp-content/uploads/2017/08/lectine-de-soja.png
Pédiakids APITOU N°2,Sirop,Complément alimentaire,['Toux sèche'],Toux sèche,1,Information non disponible,Flacon de 150 ml,0,0,0.25,https://vital.com.tn/products/pediakids-apitou-n2/,https://vital.com.tn/wp-content/uploads/2017/08/Pediakids-APITOU-2-2.png
LiftCaféine,Gel,Gel,['Cellulite'],Cellulite,1,Information non disponible,Tube de 60 gr,0,0,0.25,https://vital.com.tn/products/liftcafeine/,https://vital.com.tn/wp-content/uploads/2017/08/lifcafeine.png
Vitonic Junior,Suspension,Complément alimentaire,['Revitalisant'],Revitalisant,1,Information non disponible,Flacon de 90 ml + une pipette,0,0,0.25,https://vital.com.tn/products/vitonic-junior-3/,https://vital.com.tn/wp-content/uploads/2017/08/Vitonic-Junior.png
Pédiakids APITOU N°1,Sirop,Complément alimentaire,['Toux grasse'],Toux grasse,1,Information non disponible,Flacon de 150 ml,0,0,0.25,https://vital.com.tn/products/pediakids-apitou-n1/,https://vital.com.tn/wp-content/uploads/2017/08/Pediakids-APITOU-1-1.png
Pédiakids Appétit croissance,Sirop,Complément alimentaire,['Appétit'],Appétit,1,Information non disponible,Flacon de 150 ml,0,0,0.25,https://vital.com.tn/products/pediakids-appetit-croissance-2/,https://vital.com.tn/wp-content/uploads/2017/08/Appetit-croissance.png
LV Diabemin,Gélule,Complément alimentaire,['Glycémie'],Glycémie,1,Information non disponible,Boite de 30 gélules,0,0,0.25,https://vital.com.tn/products/diabemin-3/,https://vital.com.tn/wp-content/uploads/2017/08/Diabemin.png
LV Tabastop,Gélule,Complément alimentaire,['Servage tabagique'],Servage tabagique,1,Information non disponible,Boite de 30 gélules,0,0,0.25,https://vital.com.tn/products/tabastop-3/,https://vital.com.tn/wp-content/uploads/2017/08/Tabastop.png
Vitonic Fertilité,Gélule,Complément alimentaire,['Fertilité masculine'],Fertilité masculine,1,Information non disponible,une boite contenant huit tablettes de 15 gélules,0,0,0.25,https://vital.com.tn/products/vitonic-fertilite-3/,https://vital.com.tn/wp-content/uploads/2017/08/VITONIC-fertilite-1.png
