conversation_id,product,objection_type,objection_difficulty,objection_text,rep_response,response_quality,overall_score,context_weighted_score,has_empathy,has_data_args,has_solution,argumentation_richness,skill_level,outcome,is_success,client_sentiment
CONV00387,Vitonic Tonus,Stock suffisant,Difficile,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?",Excellent,9.3,9.37,0,0,0,1,Expert,Commande,1,Positif
CONV00010,Vitonic Tonus,Stock suffisant,Difficile,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?",Excellent,9.0,9.16,0,0,0,1,Expert,Intérêt Fort,1,Neutre
CONV00275,LV Vitamine A,Stock suffisant,Difficile,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?",Excellent,9.2,9.13,0,0,0,1,Expert,Commande,1,Positif
CONV00231,OLIGOVIT Trio,Stock suffisant,Difficile,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?",Excellent,9.1,9.13,0,0,0,1,Expert,Rendez-vous futur,1,Neutre
CONV00366,PHYTOFANE Lotion anti chute,Stock suffisant,Difficile,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?",Excellent,9.2,9.02,0,0,0,1,Expert,Commande,1,Positif
CONV00017,LV Vitamine A,Stock suffisant,Difficile,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?",Excellent,9.2,9.0,0,0,0,1,Expert,Commande,1,Positif
CONV00200,PHYTOFANE Lotion anti chute,Stock suffisant,Difficile,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?",Excellent,9.1,8.94,0,0,0,1,Expert,Rendez-vous futur,1,Positif
CONV00273,LV Vitamine A,Stock suffisant,Difficile,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?",Excellent,9.0,8.9,0,0,0,1,Expert,Commande,1,Positif
CONV00209,"Echinacée, Zinc, Vit.C",Stock suffisant,Difficile,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?",Excellent,8.9,8.89,0,0,0,1,Expert,Intérêt Fort,1,Positif
CONV00306,LV Fersang junior,Stock suffisant,Difficile,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?",Excellent,8.8,8.83,0,0,0,1,Expert,Intérêt Fort,1,Positif
CONV00020,PHYTOFANE Lotion anti chute,Stock suffisant,Difficile,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?",Excellent,8.9,8.82,0,0,0,1,Expert,Rendez-vous futur,1,Neutre
CONV00319,LV Vitamine A,Stock suffisant,Difficile,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?",Excellent,8.8,8.8,0,0,0,1,Expert,Commande,1,Neutre
CONV00184,LV Vitamine A,Stock suffisant,Difficile,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?",Excellent,8.6,8.66,0,0,0,1,Expert,Rendez-vous futur,1,Neutre
CONV00046,Omevie Omega 3 – 1000,Stock suffisant,Difficile,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?",Excellent,8.7,8.62,0,0,0,1,Expert,Commande,1,Positif
CONV00227,Vitonic Tonus,Stock suffisant,Difficile,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?",Excellent,8.4,8.35,0,0,0,1,Expert,Intérêt Fort,1,Positif
