conversation_id,rep_id,client_id,date,month,month_name,product,objection_type,objection_difficulty,response_quality,quality_label,overall_score,context_weighted_score,objection_handling_score,client_sentiment,sentiment_label,outcome,is_success,is_success_broad,skill_level,argumentation_richness,duration_minutes,duration_category,year
CONV00171,REP005,CLI0226,2025-12-09,12,December,"Echinacée, Zinc, Vit.C",Efficacité douteuse,Standard,Bon,1,6.0,5.82,5.1,Neutre,0,Demande info,0,1,Confirmé,1,8.2,Standard (6-10 min),2025
CONV00300,REP015,CLI0003,2025-12-09,12,December,OLIGOVIT Trio,Efficacité douteuse,Standard,Excellent,2,8.3,8.26,8.2,Neutre,0,Commande,1,1,Expert,2,3.78,Courte (3-6 min),2025
CONV00059,REP007,CLI0091,2025-12-10,12,December,LV CYSPROTECT,Concurrence,Standard,Excellent,2,9.4,9.34,9.1,Neutre,0,Rendez-vous futur,1,1,Expert,1,4.9,Courte (3-6 min),2025
CONV00062,REP009,CLI0079,2025-12-12,12,December,LV CYSPROTECT,Effets Secondaires,Standard,Excellent,2,8.6,8.65,9.1,Neutre,0,Rendez-vous futur,1,1,Expert,1,3.97,Courte (3-6 min),2025
CONV00029,REP017,CLI0126,2025-12-12,12,December,Omevie Omega 3 – 1000,Stock suffisant,Difficile,Faible,0,4.2,4.3,4.5,Neutre,0,Pas intéressé,0,0,À améliorer,0,9.72,Standard (6-10 min),2025
CONV00228,REP003,CLI0093,2025-12-12,12,December,LV CYSPROTECT,Demande Faible,Standard,Bon,1,6.7,6.56,5.9,Négatif,-1,Intérêt Modéré,0,1,Confirmé,0,4.1,Courte (3-6 min),2025
CONV00263,REP021,CLI0022,2025-12-13,12,December,Omevie Omega 3 – 1000,Stock suffisant,Difficile,Bon,1,7.0,6.94,6.9,Positif,1,Intérêt Modéré,0,1,Confirmé,0,6.72,Standard (6-10 min),2025
CONV00334,REP021,CLI0188,2025-12-13,12,December,LV Vitamine A,Prix élevé,Standard,Bon,1,6.3,6.18,5.8,Positif,1,Demande info,0,1,Confirmé,0,3.92,Courte (3-6 min),2025
CONV00044,REP002,CLI0143,2025-12-13,12,December,LV CYSPROTECT,Concurrence,Standard,Faible,0,4.6,4.52,4.0,Négatif,-1,Refus,0,0,À améliorer,0,9.82,Standard (6-10 min),2025
CONV00009,REP009,CLI0036,2025-12-13,12,December,Vitonic Tonus,Marque inconnue,Difficile,Bon,1,6.8,6.85,6.8,Négatif,-1,À rappeler,0,0,Confirmé,0,8.35,Standard (6-10 min),2025
CONV00217,REP015,CLI0145,2025-12-14,12,December,"Echinacée, Zinc, Vit.C",Effets Secondaires,Standard,Excellent,2,9.5,9.44,9.3,Neutre,0,Rendez-vous futur,1,1,Expert,1,7.93,Standard (6-10 min),2025
CONV00061,REP013,CLI0178,2025-12-14,12,December,PHYTOFANE Lotion anti chute,Demande Faible,Standard,Bon,1,6.5,6.37,5.7,Négatif,-1,Demande info,0,1,Confirmé,0,4.6,Courte (3-6 min),2025
CONV00027,REP003,CLI0226,2025-12-14,12,December,OLIGOVIT Trio,Concurrence,Standard,Excellent,2,8.9,8.82,8.6,Neutre,0,Rendez-vous futur,1,1,Expert,1,5.15,Courte (3-6 min),2025
CONV00001,REP024,CLI0071,2025-12-14,12,December,LV Vitamine A,Efficacité douteuse,Standard,Excellent,2,8.9,9.0,9.1,Positif,1,Rendez-vous futur,1,1,Expert,2,3.9,Courte (3-6 min),2025
CONV00278,REP007,CLI0136,2025-12-16,12,December,LV Fersang junior,Demande Faible,Standard,Bon,1,6.8,6.8,6.4,Neutre,0,Intérêt Modéré,0,1,Confirmé,0,5.57,Courte (3-6 min),2025
CONV00280,REP022,CLI0034,2025-12-16,12,December,"Echinacée, Zinc, Vit.C",Prix élevé,Standard,Excellent,2,9.2,9.26,9.4,Positif,1,Rendez-vous futur,1,1,Expert,2,4.48,Courte (3-6 min),2025
CONV00315,REP011,CLI0177,2025-12-16,12,December,"Echinacée, Zinc, Vit.C",Prix élevé,Standard,Bon,1,6.9,6.54,5.0,Positif,1,À rappeler,0,0,Confirmé,0,2.42,Très courte (<3 min),2025
CONV00021,REP003,CLI0193,2025-12-16,12,December,LV Vitamine A,Prix élevé,Standard,Bon,1,7.2,7.12,6.8,Positif,1,Intérêt Modéré,0,1,Confirmé,0,3.42,Courte (3-6 min),2025
CONV00277,REP014,CLI0007,2025-12-17,12,December,LV Vitamine A,Concurrence,Standard,Bon,1,7.5,7.37,6.9,Négatif,-1,Intérêt Modéré,0,1,Confirmé,0,6.62,Standard (6-10 min),2025
CONV00400,REP009,CLI0123,2025-12-17,12,December,Vitonic Tonus,Posologie complexe,Difficile,Faible,0,4.2,4.07,3.2,Neutre,0,Pas intéressé,0,0,À améliorer,0,9.75,Standard (6-10 min),2025
CONV00002,REP003,CLI0056,2025-12-17,12,December,LV Vitamine A,Prix élevé,Standard,Bon,1,7.0,6.88,6.4,Neutre,0,À rappeler,0,0,Confirmé,0,6.3,Standard (6-10 min),2025
CONV00219,REP017,CLI0011,2025-12-18,12,December,LV Fersang junior,Effets Secondaires,Standard,Faible,0,4.2,3.94,2.8,Positif,1,Pas intéressé,0,0,À améliorer,0,3.8,Courte (3-6 min),2025
CONV00184,REP022,CLI0136,2025-12-19,12,December,LV Vitamine A,Stock suffisant,Difficile,Excellent,2,8.6,8.66,8.9,Neutre,0,Rendez-vous futur,1,1,Expert,1,7.43,Standard (6-10 min),2025
CONV00205,REP008,CLI0218,2025-12-19,12,December,LV CYSPROTECT,Concurrence,Standard,Faible,0,3.3,3.16,2.2,Négatif,-1,Objections non résolues,0,0,À améliorer,0,4.55,Courte (3-6 min),2025
CONV00096,REP003,CLI0037,2025-12-19,12,December,LV CYSPROTECT,Efficacité douteuse,Standard,Bon,1,6.9,6.88,6.7,Positif,1,Demande info,0,1,Confirmé,1,9.33,Standard (6-10 min),2025
CONV00192,REP012,CLI0158,2025-12-20,12,December,Omevie Omega 3 – 1000,Efficacité douteuse,Standard,Faible,0,4.6,4.67,5.0,Positif,1,Objections non résolues,0,0,À améliorer,0,3.87,Courte (3-6 min),2025
CONV00327,REP024,CLI0183,2025-12-20,12,December,OLIGOVIT Trio,Stock suffisant,Difficile,Bon,1,7.2,7.08,6.3,Positif,1,Demande info,0,1,Confirmé,0,7.85,Standard (6-10 min),2025
CONV00202,REP008,CLI0139,2025-12-21,12,December,LV CYSPROTECT,Posologie complexe,Difficile,Faible,0,3.5,3.46,2.9,Positif,1,Refus,0,0,À améliorer,0,8.43,Standard (6-10 min),2025
CONV00255,REP007,CLI0110,2025-12-22,12,December,"Echinacée, Zinc, Vit.C",Efficacité douteuse,Standard,Excellent,2,9.2,9.18,9.2,Positif,1,Rendez-vous futur,1,1,Expert,2,6.22,Standard (6-10 min),2025
CONV00317,REP007,CLI0114,2025-12-22,12,December,LV Fersang junior,Posologie complexe,Difficile,Faible,0,5.0,4.96,4.6,Neutre,0,Pas intéressé,0,0,À améliorer,0,9.78,Standard (6-10 min),2025
CONV00385,REP025,CLI0152,2025-12-22,12,December,"Echinacée, Zinc, Vit.C",Prix élevé,Standard,Excellent,2,9.1,9.16,9.1,Neutre,0,Rendez-vous futur,1,1,Expert,2,9.73,Standard (6-10 min),2025
CONV00373,REP022,CLI0162,2025-12-22,12,December,PHYTOFANE Lotion anti chute,Efficacité douteuse,Standard,Bon,1,6.9,6.86,6.7,Positif,1,Demande info,0,1,Confirmé,1,9.37,Standard (6-10 min),2025
CONV00220,REP011,CLI0005,2025-12-23,12,December,Vitonic Tonus,Prix élevé,Standard,Excellent,2,9.7,9.74,9.9,Neutre,0,Intérêt Fort,1,1,Expert,2,7.0,Standard (6-10 min),2025
CONV00040,REP010,CLI0074,2025-12-23,12,December,LV Vitamine A,Posologie complexe,Difficile,Bon,1,6.6,6.44,5.9,Neutre,0,Demande info,0,1,Confirmé,0,5.67,Courte (3-6 min),2025
CONV00250,REP020,CLI0036,2025-12-24,12,December,Vitonic Tonus,Posologie complexe,Difficile,Excellent,2,8.5,8.5,8.6,Neutre,0,Rendez-vous futur,1,1,Expert,1,8.93,Standard (6-10 min),2025
CONV00206,REP008,CLI0066,2025-12-24,12,December,"Echinacée, Zinc, Vit.C",Concurrence,Standard,Bon,1,6.9,6.6,5.2,Neutre,0,Demande info,0,1,Confirmé,0,4.82,Courte (3-6 min),2025
CONV00353,REP017,CLI0144,2025-12-24,12,December,Omevie Omega 3 – 1000,Efficacité douteuse,Standard,Bon,1,6.6,6.28,5.1,Positif,1,Intérêt Modéré,0,1,Confirmé,1,7.58,Standard (6-10 min),2025
CONV00230,REP020,CLI0178,2025-12-25,12,December,OLIGOVIT Trio,Demande Faible,Standard,Bon,1,7.1,6.86,5.6,Négatif,-1,Demande info,0,1,Confirmé,0,6.08,Standard (6-10 min),2025
CONV00365,REP024,CLI0065,2025-12-25,12,December,LV Vitamine A,Prix élevé,Standard,Faible,0,4.2,3.9,2.7,Positif,1,Refus,0,0,À améliorer,0,7.28,Standard (6-10 min),2025
CONV00289,REP005,CLI0108,2025-12-25,12,December,"Echinacée, Zinc, Vit.C",Demande Faible,Standard,Faible,0,4.6,4.6,4.4,Négatif,-1,Pas intéressé,0,0,À améliorer,0,7.48,Standard (6-10 min),2025
CONV00194,REP018,CLI0130,2025-12-25,12,December,LV Vitamine A,Efficacité douteuse,Standard,Bon,1,6.6,6.54,5.9,Neutre,0,Demande info,0,1,Confirmé,1,6.88,Standard (6-10 min),2025
CONV00340,REP004,CLI0128,2025-12-26,12,December,LV Fersang junior,Demande Faible,Standard,Excellent,2,8.6,8.6,8.4,Négatif,-1,Rendez-vous futur,1,1,Expert,3,7.18,Standard (6-10 min),2025
CONV00180,REP020,CLI0124,2025-12-27,12,December,Omevie Omega 3 – 1000,Effets Secondaires,Standard,Excellent,2,9.5,9.62,10.0,Neutre,0,Intérêt Fort,1,1,Expert,1,4.1,Courte (3-6 min),2025
CONV00330,REP016,CLI0228,2025-12-27,12,December,LV Fersang junior,Prix élevé,Standard,Excellent,2,9.1,9.04,8.8,Neutre,0,Commande,1,1,Expert,2,6.27,Standard (6-10 min),2025
CONV00311,REP006,CLI0055,2025-12-27,12,December,Vitonic Tonus,Marque inconnue,Difficile,Excellent,2,8.7,8.65,8.4,Neutre,0,Rendez-vous futur,1,1,Expert,2,3.07,Courte (3-6 min),2025
CONV00124,REP017,CLI0131,2025-12-27,12,December,LV Fersang junior,Efficacité douteuse,Standard,Bon,1,7.0,6.88,6.3,Neutre,0,Intérêt Modéré,0,1,Confirmé,1,9.72,Standard (6-10 min),2025
CONV00304,REP011,CLI0053,2025-12-28,12,December,LV Fersang junior,Prix élevé,Standard,Bon,1,6.8,6.57,5.5,Positif,1,À rappeler,0,0,Confirmé,0,5.48,Courte (3-6 min),2025
CONV00102,REP013,CLI0071,2025-12-28,12,December,LV Vitamine A,Effets Secondaires,Standard,Faible,0,3.8,3.54,2.6,Neutre,0,Refus,0,0,À améliorer,0,3.03,Courte (3-6 min),2025
CONV00186,REP006,CLI0107,2025-12-31,12,December,LV Vitamine A,Stock suffisant,Difficile,Faible,0,4.6,4.34,3.5,Positif,1,Refus,0,0,À améliorer,0,9.97,Standard (6-10 min),2025
CONV00366,REP010,CLI0115,2025-12-31,12,December,PHYTOFANE Lotion anti chute,Stock suffisant,Difficile,Excellent,2,9.2,9.02,8.2,Positif,1,Commande,1,1,Expert,1,7.82,Standard (6-10 min),2025
CONV00343,REP004,CLI0209,2026-01-01,1,January,LV Vitamine A,Marque inconnue,Difficile,Excellent,2,8.9,8.9,8.6,Neutre,0,Rendez-vous futur,1,1,Expert,2,9.45,Standard (6-10 min),2026
CONV00125,REP009,CLI0051,2026-01-01,1,January,Vitonic Tonus,Efficacité douteuse,Standard,Excellent,2,9.2,9.29,9.9,Positif,1,Rendez-vous futur,1,1,Expert,2,7.13,Standard (6-10 min),2026
CONV00306,REP001,CLI0053,2026-01-02,1,January,LV Fersang junior,Stock suffisant,Difficile,Excellent,2,8.8,8.83,8.6,Positif,1,Intérêt Fort,1,1,Expert,1,7.43,Standard (6-10 min),2026
CONV00227,REP022,CLI0098,2026-01-02,1,January,Vitonic Tonus,Stock suffisant,Difficile,Excellent,2,8.4,8.35,8.3,Positif,1,Intérêt Fort,1,1,Expert,1,3.18,Courte (3-6 min),2026
CONV00336,REP025,CLI0049,2026-01-03,1,January,OLIGOVIT Trio,Marque inconnue,Difficile,Faible,0,4.0,4.05,4.2,Neutre,0,Pas intéressé,0,0,À améliorer,0,9.73,Standard (6-10 min),2026
CONV00355,REP002,CLI0230,2026-01-03,1,January,LV Fersang junior,Effets Secondaires,Standard,Excellent,2,9.0,8.86,8.2,Neutre,0,Rendez-vous futur,1,1,Expert,1,6.2,Standard (6-10 min),2026
CONV00301,REP024,CLI0108,2026-01-03,1,January,LV CYSPROTECT,Posologie complexe,Difficile,Bon,1,6.8,6.57,5.8,Neutre,0,À rappeler,0,0,Confirmé,0,9.53,Standard (6-10 min),2026
CONV00321,REP013,CLI0013,2026-01-04,1,January,LV Vitamine A,Demande Faible,Standard,Bon,1,7.3,7.12,6.3,Neutre,0,Demande info,0,1,Confirmé,0,9.28,Standard (6-10 min),2026
CONV00013,REP005,CLI0096,2026-01-04,1,January,PHYTOFANE Lotion anti chute,Demande Faible,Standard,Faible,0,5.1,4.9,3.8,Neutre,0,Objections non résolues,0,0,À améliorer,0,6.6,Standard (6-10 min),2026
CONV00270,REP023,CLI0003,2026-01-04,1,January,Vitonic Tonus,Prix élevé,Standard,Faible,0,4.7,4.63,4.2,Positif,1,Pas intéressé,0,0,À améliorer,0,6.23,Standard (6-10 min),2026
CONV00030,REP021,CLI0068,2026-01-04,1,January,Vitonic Tonus,Effets Secondaires,Standard,Bon,1,6.6,6.32,5.2,Neutre,0,Demande info,0,1,Confirmé,0,8.32,Standard (6-10 min),2026
CONV00045,REP018,CLI0115,2026-01-05,1,January,"Echinacée, Zinc, Vit.C",Marque inconnue,Difficile,Faible,0,4.7,4.72,4.5,Négatif,-1,Objections non résolues,0,0,À améliorer,0,8.33,Standard (6-10 min),2026
CONV00350,REP001,CLI0165,2026-01-05,1,January,LV Vitamine A,Concurrence,Standard,Faible,0,4.5,4.07,2.2,Négatif,-1,Objections non résolues,0,0,À améliorer,0,6.3,Standard (6-10 min),2026
CONV00012,REP010,CLI0112,2026-01-05,1,January,LV Fersang junior,Effets Secondaires,Standard,Excellent,2,9.6,9.62,9.9,Neutre,0,Commande,1,1,Expert,1,5.87,Courte (3-6 min),2026
CONV00003,REP001,CLI0195,2026-01-05,1,January,Omevie Omega 3 – 1000,Marque inconnue,Difficile,Bon,1,6.5,6.5,6.5,Neutre,0,Intérêt Modéré,0,1,Confirmé,0,7.95,Standard (6-10 min),2026
CONV00158,REP010,CLI0218,2026-01-05,1,January,Omevie Omega 3 – 1000,Efficacité douteuse,Standard,Bon,1,6.5,6.3,5.7,Neutre,0,Intérêt Modéré,0,1,Confirmé,1,8.07,Standard (6-10 min),2026
CONV00079,REP004,CLI0166,2026-01-06,1,January,LV CYSPROTECT,Efficacité douteuse,Standard,Faible,0,4.1,3.94,3.2,Positif,1,Objections non résolues,0,0,À améliorer,0,6.25,Standard (6-10 min),2026
CONV00200,REP015,CLI0089,2026-01-06,1,January,PHYTOFANE Lotion anti chute,Stock suffisant,Difficile,Excellent,2,9.1,8.94,8.1,Positif,1,Rendez-vous futur,1,1,Expert,1,4.35,Courte (3-6 min),2026
CONV00224,REP003,CLI0069,2026-01-06,1,January,LV Fersang junior,Stock suffisant,Difficile,Bon,1,6.8,6.6,5.6,Neutre,0,Intérêt Modéré,0,1,Confirmé,0,5.23,Courte (3-6 min),2026
CONV00233,REP009,CLI0169,2026-01-06,1,January,PHYTOFANE Lotion anti chute,Demande Faible,Standard,Bon,1,6.6,6.56,6.2,Négatif,-1,Demande info,0,1,Confirmé,0,8.1,Standard (6-10 min),2026
CONV00214,REP003,CLI0182,2026-01-07,1,January,PHYTOFANE Lotion anti chute,Concurrence,Standard,Excellent,2,8.8,8.84,9.3,Négatif,-1,Rendez-vous futur,1,1,Expert,1,2.07,Très courte (<3 min),2026
CONV00216,REP004,CLI0135,2026-01-07,1,January,LV Fersang junior,Concurrence,Standard,Excellent,2,9.1,8.98,8.5,Neutre,0,Intérêt Fort,1,1,Expert,1,4.05,Courte (3-6 min),2026
CONV00182,REP025,CLI0206,2026-01-08,1,January,OLIGOVIT Trio,Posologie complexe,Difficile,Excellent,2,9.3,9.34,9.8,Positif,1,Rendez-vous futur,1,1,Expert,1,4.47,Courte (3-6 min),2026
CONV00031,REP019,CLI0142,2026-01-08,1,January,OLIGOVIT Trio,Prix élevé,Standard,Excellent,2,9.3,9.41,9.6,Positif,1,Commande,1,1,Expert,2,5.67,Courte (3-6 min),2026
CONV00043,REP013,CLI0063,2026-01-08,1,January,LV CYSPROTECT,Posologie complexe,Difficile,Bon,1,7.4,7.32,6.8,Neutre,0,À rappeler,0,0,Confirmé,0,7.58,Standard (6-10 min),2026
CONV00313,REP014,CLI0039,2026-01-08,1,January,LV Fersang junior,Posologie complexe,Difficile,Bon,1,7.4,7.3,6.8,Neutre,0,Demande info,0,1,Confirmé,0,6.83,Standard (6-10 min),2026
CONV00104,REP009,CLI0220,2026-01-08,1,January,LV Vitamine A,Concurrence,Standard,Bon,1,6.8,6.78,6.7,Neutre,0,Intérêt Modéré,0,1,Confirmé,0,3.1,Courte (3-6 min),2026
CONV00132,REP019,CLI0170,2026-01-09,1,January,LV Fersang junior,Effets Secondaires,Standard,Bon,1,7.0,6.8,5.8,Neutre,0,Demande info,0,1,Confirmé,0,9.82,Standard (6-10 min),2026
CONV00203,REP010,CLI0225,2026-01-09,1,January,PHYTOFANE Lotion anti chute,Effets Secondaires,Standard,Bon,1,6.5,6.42,6.1,Neutre,0,Demande info,0,1,Confirmé,0,7.63,Standard (6-10 min),2026
CONV00089,REP016,CLI0150,2026-01-09,1,January,PHYTOFANE Lotion anti chute,Posologie complexe,Difficile,Bon,1,6.0,5.82,5.0,Positif,1,À rappeler,0,0,Confirmé,0,3.97,Courte (3-6 min),2026
CONV00344,REP001,CLI0219,2026-01-10,1,January,LV Vitamine A,Efficacité douteuse,Standard,Bon,1,7.1,7.12,6.9,Négatif,-1,À rappeler,0,0,Confirmé,1,7.65,Standard (6-10 min),2026
CONV00387,REP025,CLI0132,2026-01-10,1,January,Vitonic Tonus,Stock suffisant,Difficile,Excellent,2,9.3,9.37,9.7,Positif,1,Commande,1,1,Expert,1,5.8,Courte (3-6 min),2026
CONV00020,REP018,CLI0115,2026-01-10,1,January,PHYTOFANE Lotion anti chute,Stock suffisant,Difficile,Excellent,2,8.9,8.82,8.2,Neutre,0,Rendez-vous futur,1,1,Expert,1,5.6,Courte (3-6 min),2026
CONV00252,REP023,CLI0222,2026-01-12,1,January,Vitonic Tonus,Demande Faible,Standard,Excellent,2,8.9,9.06,9.7,Négatif,-1,Intérêt Fort,1,1,Expert,3,4.12,Courte (3-6 min),2026
CONV00358,REP024,CLI0209,2026-01-13,1,January,Vitonic Tonus,Concurrence,Standard,Bon,1,7.0,6.84,6.0,Négatif,-1,À rappeler,0,0,Confirmé,0,2.88,Très courte (<3 min),2026
CONV00286,REP021,CLI0114,2026-01-13,1,January,PHYTOFANE Lotion anti chute,Efficacité douteuse,Standard,Faible,0,3.9,3.52,2.1,Neutre,0,Objections non résolues,0,0,À améliorer,0,2.78,Très courte (<3 min),2026
CONV00143,REP008,CLI0078,2026-01-14,1,January,Omevie Omega 3 – 1000,Efficacité douteuse,Standard,Excellent,2,8.9,8.73,8.1,Négatif,-1,Intérêt Fort,1,1,Expert,2,2.4,Très courte (<3 min),2026
CONV00352,REP015,CLI0081,2026-01-15,1,January,LV CYSPROTECT,Efficacité douteuse,Standard,Bon,1,6.0,5.84,5.1,Neutre,0,Demande info,0,1,Confirmé,1,6.23,Standard (6-10 min),2026
CONV00271,REP024,CLI0227,2026-01-15,1,January,Omevie Omega 3 – 1000,Concurrence,Standard,Faible,0,4.0,3.91,3.6,Neutre,0,Objections non résolues,0,0,À améliorer,0,8.57,Standard (6-10 min),2026
CONV00345,REP011,CLI0047,2026-01-16,1,January,OLIGOVIT Trio,Efficacité douteuse,Standard,Bon,1,7.0,6.92,6.4,Positif,1,À rappeler,0,0,Confirmé,1,5.42,Courte (3-6 min),2026
CONV00338,REP002,CLI0177,2026-01-16,1,January,LV Vitamine A,Efficacité douteuse,Standard,Bon,1,6.4,6.38,6.4,Négatif,-1,Intérêt Modéré,0,1,Confirmé,1,5.55,Courte (3-6 min),2026
CONV00118,REP025,CLI0132,2026-01-16,1,January,PHYTOFANE Lotion anti chute,Demande Faible,Standard,Bon,1,6.7,6.57,6.0,Négatif,-1,Demande info,0,1,Confirmé,0,4.93,Courte (3-6 min),2026
CONV00269,REP003,CLI0112,2026-01-16,1,January,PHYTOFANE Lotion anti chute,Prix élevé,Standard,Bon,1,6.6,6.55,6.3,Neutre,0,Intérêt Modéré,0,1,Confirmé,0,5.87,Courte (3-6 min),2026
CONV00028,REP005,CLI0068,2026-01-16,1,January,LV Fersang junior,Demande Faible,Standard,Excellent,2,8.9,8.96,9.2,Négatif,-1,Rendez-vous futur,1,1,Expert,3,9.58,Standard (6-10 min),2026
CONV00176,REP011,CLI0173,2026-01-17,1,January,OLIGOVIT Trio,Prix élevé,Standard,Bon,1,7.2,7.03,6.4,Positif,1,Intérêt Modéré,0,1,Confirmé,0,5.55,Courte (3-6 min),2026
CONV00188,REP009,CLI0050,2026-01-17,1,January,LV CYSPROTECT,Concurrence,Standard,Excellent,2,8.6,8.56,8.4,Négatif,-1,Rendez-vous futur,1,1,Expert,1,4.82,Courte (3-6 min),2026
CONV00376,REP012,CLI0129,2026-01-18,1,January,LV Fersang junior,Prix élevé,Standard,Bon,1,6.4,6.44,6.5,Positif,1,À rappeler,0,0,Confirmé,0,4.47,Courte (3-6 min),2026
CONV00106,REP017,CLI0152,2026-01-18,1,January,OLIGOVIT Trio,Marque inconnue,Difficile,Bon,1,6.9,6.78,6.6,Négatif,-1,Demande info,0,1,Confirmé,0,5.85,Courte (3-6 min),2026
CONV00139,REP012,CLI0142,2026-01-19,1,January,LV CYSPROTECT,Prix élevé,Standard,Faible,0,4.6,4.5,4.3,Positif,1,Objections non résolues,0,0,À améliorer,0,8.07,Standard (6-10 min),2026
CONV00299,REP021,CLI0145,2026-01-19,1,January,PHYTOFANE Lotion anti chute,Effets Secondaires,Standard,Bon,1,6.2,6.1,5.7,Neutre,0,À rappeler,0,0,Confirmé,0,9.98,Standard (6-10 min),2026
CONV00262,REP007,CLI0023,2026-01-20,1,January,LV CYSPROTECT,Posologie complexe,Difficile,Bon,1,7.0,6.94,6.9,Neutre,0,À rappeler,0,0,Confirmé,0,3.18,Courte (3-6 min),2026
CONV00339,REP014,CLI0170,2026-01-20,1,January,Omevie Omega 3 – 1000,Prix élevé,Standard,Bon,1,6.8,6.63,5.8,Neutre,0,Intérêt Modéré,0,1,Confirmé,0,7.65,Standard (6-10 min),2026
CONV00201,REP007,CLI0018,2026-01-20,1,January,PHYTOFANE Lotion anti chute,Prix élevé,Standard,Excellent,2,8.9,8.76,8.1,Neutre,0,Rendez-vous futur,1,1,Expert,2,7.07,Standard (6-10 min),2026
CONV00316,REP023,CLI0176,2026-01-20,1,January,LV CYSPROTECT,Demande Faible,Standard,Excellent,2,9.2,9.28,9.5,Négatif,-1,Intérêt Fort,1,1,Expert,3,9.4,Standard (6-10 min),2026
CONV00068,REP020,CLI0190,2026-01-20,1,January,LV Vitamine A,Demande Faible,Standard,Excellent,2,8.7,8.62,8.3,Neutre,0,Commande,1,1,Expert,3,8.5,Standard (6-10 min),2026
CONV00110,REP013,CLI0107,2026-01-21,1,January,LV CYSPROTECT,Effets Secondaires,Standard,Bon,1,6.4,6.22,5.3,Neutre,0,À rappeler,0,0,Confirmé,0,4.67,Courte (3-6 min),2026
CONV00111,REP003,CLI0111,2026-01-21,1,January,LV Fersang junior,Efficacité douteuse,Standard,Bon,1,7.0,6.82,6.2,Négatif,-1,Demande info,0,1,Confirmé,1,8.35,Standard (6-10 min),2026
CONV00397,REP005,CLI0156,2026-01-21,1,January,"Echinacée, Zinc, Vit.C",Stock suffisant,Difficile,Bon,1,6.6,6.6,6.6,Neutre,0,Demande info,0,1,Confirmé,0,3.5,Courte (3-6 min),2026
CONV00226,REP012,CLI0142,2026-01-22,1,January,LV Fersang junior,Prix élevé,Standard,Bon,1,6.3,6.21,5.6,Neutre,0,À rappeler,0,0,Confirmé,0,7.08,Standard (6-10 min),2026
CONV00283,REP011,CLI0038,2026-01-22,1,January,PHYTOFANE Lotion anti chute,Prix élevé,Standard,Excellent,2,9.0,9.1,9.4,Neutre,0,Intérêt Fort,1,1,Expert,2,8.07,Standard (6-10 min),2026
CONV00010,REP017,CLI0127,2026-01-22,1,January,Vitonic Tonus,Stock suffisant,Difficile,Excellent,2,9.0,9.16,9.6,Neutre,0,Intérêt Fort,1,1,Expert,1,8.43,Standard (6-10 min),2026
CONV00249,REP009,CLI0090,2026-01-23,1,January,LV CYSPROTECT,Prix élevé,Standard,Faible,0,3.8,3.64,2.6,Positif,1,Refus,0,0,À améliorer,0,5.73,Courte (3-6 min),2026
CONV00267,REP023,CLI0103,2026-01-24,1,January,"Echinacée, Zinc, Vit.C",Posologie complexe,Difficile,Bon,1,6.5,6.3,5.6,Neutre,0,Demande info,0,1,Confirmé,0,7.45,Standard (6-10 min),2026
CONV00198,REP013,CLI0097,2026-01-25,1,January,LV CYSPROTECT,Posologie complexe,Difficile,Faible,0,4.5,4.49,4.6,Neutre,0,Pas intéressé,0,0,À améliorer,0,7.82,Standard (6-10 min),2026
CONV00085,REP021,CLI0040,2026-01-26,1,January,"Echinacée, Zinc, Vit.C",Concurrence,Standard,Bon,1,6.5,6.4,5.8,Négatif,-1,Intérêt Modéré,0,1,Confirmé,0,6.0,Standard (6-10 min),2026
CONV00222,REP014,CLI0060,2026-01-26,1,January,LV Fersang junior,Prix élevé,Standard,Bon,1,7.1,7.06,6.9,Neutre,0,À rappeler,0,0,Confirmé,0,4.9,Courte (3-6 min),2026
CONV00281,REP009,CLI0060,2026-01-26,1,January,LV CYSPROTECT,Effets Secondaires,Standard,Excellent,2,8.6,8.52,8.2,Positif,1,Intérêt Fort,1,1,Expert,1,3.72,Courte (3-6 min),2026
CONV00157,REP005,CLI0219,2026-01-27,1,January,LV Fersang junior,Stock suffisant,Difficile,Excellent,2,9.7,9.67,9.6,Positif,1,Intérêt Fort,1,1,Expert,1,5.85,Courte (3-6 min),2026
CONV00026,REP015,CLI0081,2026-01-27,1,January,Omevie Omega 3 – 1000,Concurrence,Standard,Bon,1,7.0,6.7,5.1,Négatif,-1,Intérêt Modéré,0,1,Confirmé,0,2.07,Très courte (<3 min),2026
CONV00005,REP019,CLI0050,2026-01-28,1,January,OLIGOVIT Trio,Demande Faible,Standard,Bon,1,7.4,7.29,6.7,Négatif,-1,Intérêt Modéré,0,1,Confirmé,0,2.38,Très courte (<3 min),2026
CONV00266,REP001,CLI0151,2026-01-28,1,January,LV Fersang junior,Marque inconnue,Difficile,Excellent,2,8.6,8.78,9.6,Négatif,-1,Rendez-vous futur,1,1,Expert,2,2.12,Très courte (<3 min),2026
CONV00312,REP024,CLI0207,2026-01-28,1,January,OLIGOVIT Trio,Demande Faible,Standard,Bon,1,6.4,6.23,5.6,Neutre,0,À rappeler,0,0,Confirmé,0,2.73,Très courte (<3 min),2026
CONV00348,REP015,CLI0012,2026-01-29,1,January,"Echinacée, Zinc, Vit.C",Efficacité douteuse,Standard,Bon,1,6.6,6.51,6.0,Négatif,-1,Demande info,0,1,Confirmé,1,4.22,Courte (3-6 min),2026
